effective_disposals,disposal_efficiency_percentage,rebounds,clangers,free_kicks_for,free_kicks_against,one_percenters,bounces,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,marks_on_lead,pressure_acts,rating_points,score_launches,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
11,73,0,0,0,0,1,0,79,78,103,0,0,7,266,0,2,0,0,1,1,1,7,2,3,2,4,10.4,0,1,13,12,5,42,0,0,0,0,86,1,0,0,0,0,1,0,0,0,0.056588828563690186,Sam Lloyd,0,15778,10,Western Bulldogs,2020,19,0
18,90,0,2,2,2,0,0,86,69,112,1,3,6,247,4,0,0,0,0,0,9,7,1,6,0,16,14.6,2,0,19,8,10,68,0,1,0,0,99,0,1,1,0,0,0,0,0,0,0.26227226853370667,Clayton Oliver,0,15859,18,Melbourne,2020,10,0
10,100,3,5,0,4,0,0,86,38,55,0,0,1,150,3,0,1,1,0,0,6,6,0,2,0,13,0.3,0,0,18,7,11,73,0,0,0,0,34,0,1,1,0,0,0,0,0,0,0.08354154974222183,Hunter Clark,0,15719,5,St Kilda,2020,16,0
14,88,0,1,3,1,3,0,86,66,109,2,0,4,164,6,0,0,0,0,0,8,9,0,4,0,14,11.7,1,1,33,7,10,67,0,0,0,0,59,0,1,0,0,1,0,0,0,0,0.10868404805660248,Jackson Nelson,0,15745,6,West Coast,2020,14,0
9,90,0,2,1,1,0,0,94,80,107,0,0,7,122,1,2,0,0,1,1,4,8,1,2,1,7,13.9,0,0,63,7,14,91,0,0,6,0,117,0,1,0,1,0,0,0,0,0,1.2009375095367432,Charlie Cameron,1,15772,9,Brisbane Lions,2020,2,2
6,75,2,3,1,0,0,0,84,41,39,0,0,2,259,1,1,0,0,0,0,9,5,0,2,0,16,5.8,0,0,3,8,9,62,0,0,0,0,10,0,1,0,0,0,0,0,0,1,0.018361294642090797,Brayden Ham,0,15765,8,Essendon,2020,22,0
4,50,1,3,2,1,1,0,64,50,65,0,0,2,139,2,0,0,0,0,0,4,3,1,4,1,8,8.2,0,0,5,8,11,74,0,0,0,0,50,1,0,0,1,0,0,0,0,0,-0.008283174596726894,Daniel Lloyd,0,15852,17,Greater Western Sydney,2020,32,0
24,92,1,1,0,1,1,0,85,92,152,0,0,5,439,7,0,0,0,0,0,3,14,0,6,0,4,23,2,1,27,7,11,73,0,1,3,0,71,0,1,0,0,0,0,0,0,1,0.9249508380889893,Sam Menegola,0,15742,6,Geelong,2020,5,0
14,82,2,1,1,0,2,0,87,48,89,0,0,1,62,13,0,0,0,0,0,11,2,0,10,0,13,14.3,0,2,51,9,8,57,0,0,0,0,35,1,0,0,0,1,0,0,0,0,-0.09327634423971176,Wil Powell,0,15862,18,Gold Coast,2020,43,0
15,83,3,1,0,0,5,0,85,82,130,0,0,1,231,11,0,0,3,0,0,4,14,0,2,0,4,17.2,0,5,12,7,9,61,0,0,10,0,133,0,1,0,0,1,0,0,0,0,2.3677597045898437,Jeremy McGovern,2,15824,13,West Coast,2020,1,3
9,75,1,4,0,1,0,0,81,52,43,0,0,5,284,2,0,0,0,1,0,2,7,2,2,0,8,1,0,0,52,10,12,82,0,0,0,0,89,0,1,0,1,0,0,0,0,0,0.04513818398118019,Dean Kent,0,15858,18,St Kilda,2020,12,0
13,81,3,1,2,0,3,0,80,58,92,0,1,3,292,6,0,0,0,0,0,5,8,0,5,0,13,10.2,1,1,32,9,3,27,0,0,0,0,1,1,0,0,0,1,0,0,0,0,-0.130550354719162,Will Day,0,15743,6,Hawthorn,2020,44,0
13,57,1,6,0,2,0,0,77,83,112,3,1,0,299,5,0,0,0,1,1,5,4,1,12,1,14,15,0,0,28,6,14,90,0,0,0,0,93,0,1,0,1,0,0,0,0,0,0.08350131660699844,Jaeger O'Meara,0,15622,1,Hawthorn,2020,14,0
10,83,4,0,0,0,5,2,83,54,80,0,0,1,223,2,0,0,1,0,0,8,9,0,2,0,10,3.9,0,4,12,7,9,61,0,0,0,0,281,0,1,0,0,0,0,0,0,0,0.08143845200538635,Shannon Hurn,0,15824,13,West Coast,2020,13,0
14,74,2,1,0,0,1,0,90,115,103,0,0,1,151,8,2,0,0,0,0,9,5,0,3,0,13,12.5,1,1,33,4,5,34,0,0,0,0,26,1,0,0,0,0,0,0,1,0,0.9581544399261475,Reilly O'Brien,0,15745,6,Adelaide,2020,5,0
14,70,2,3,0,0,1,0,76,65,99,1,2,6,319,4,0,0,0,0,0,12,6,1,9,0,16,11.8,1,0,52,7,16,103,0,0,0,0,42,0,1,1,0,0,0,0,0,0,0.04907425120472908,Matthew Kennedy,0,15750,6,Carlton,2020,15,0
8,57,1,2,0,1,0,0,84,48,53,0,0,0,135,3,0,0,0,1,0,1,3,1,5,0,5,2.2,0,0,7,6,9,60,0,0,0,0,117,0,1,0,0,0,1,0,0,0,-0.0020104541908949614,Lewis Taylor,0,15763,8,Sydney,2020,35,0
14,88,1,1,1,1,0,0,88,60,84,0,0,4,274,2,0,0,0,0,0,2,7,1,4,0,9,9.4,1,0,19,7,7,49,0,0,0,0,154,1,0,0,0,1,0,0,0,0,-0.022755727171897888,Devon Smith,0,15859,18,Essendon,2020,42,0
10,77,1,1,0,0,0,0,73,65,74,1,2,3,246,0,0,0,0,0,0,9,6,0,3,1,18,6.1,0,0,5,7,12,79,0,0,0,0,46,0,1,0,0,0,1,0,0,0,-0.009561804123222828,Aaron vandenBerg,0,15852,17,Melbourne,2020,33,0
10,71,0,2,1,0,1,0,83,46,57,1,2,4,18,1,1,0,0,0,0,6,0,1,5,0,14,6,0,0,66,6,17,108,0,0,0,0,33,0,1,0,0,0,1,0,0,0,-0.025673160329461098,Tom Atkins,0,15842,16,Geelong,2020,34,0
14,70,1,3,3,1,4,0,85,57,83,2,1,1,334,9,0,0,2,0,0,13,5,0,9,0,14,11,0,2,53,12,6,48,0,0,0,0,86,1,0,0,0,1,0,0,0,0,-0.08457332849502563,Callum Mills,0,15774,9,Sydney,2020,42,0
9,60,1,3,1,1,1,0,80,87,102,0,2,3,181,0,0,0,0,7,5,1,6,0,0,2,7,14.3,1,1,24,2,10,62,0,0,1,0,6,0,1,0,1,0,0,0,0,0,0.7605217099189758,Darcy Cameron,0,15806,11,Collingwood,2020,4,0
13,87,4,2,0,1,1,0,85,59,84,1,4,1,213,1,0,0,0,0,0,7,4,0,6,0,12,12,0,1,8,8,3,26,0,0,0,0,98,1,0,0,0,0,0,0,0,1,0.2795478105545044,George Hewett,0,15749,6,Sydney,2020,10,0
10,67,0,1,1,0,0,0,79,52,47,0,0,3,277,2,0,0,1,0,0,5,5,0,1,0,6,5.8,0,0,39,7,7,49,0,0,0,0,173,1,0,0,0,1,0,0,0,0,0.020207604393363,Matthew Suckling,0,15656,2,Western Bulldogs,2020,18,0
5,71,1,1,0,1,0,0,67,36,42,0,1,3,104,1,0,0,0,0,0,8,3,0,2,0,16,5.6,0,0,16,8,8,56,0,0,0,0,36,1,0,0,0,0,0,0,0,1,0.007808172609657049,Lochie O'Brien,0,15853,17,Carlton,2020,24,0
15,88,6,1,1,0,4,0,89,62,111,0,0,0,306,8,0,0,1,0,0,4,10,0,5,0,5,11.1,0,4,63,4,4,28,0,0,0,0,161,1,0,0,0,0,0,0,0,0,-0.04900086671113968,Robbie Tarrant,0,15833,14,North Melbourne,2020,41,0
2,50,0,2,0,1,3,0,63,21,28,0,0,3,59,0,2,0,1,4,1,0,1,0,0,0,5,1.3,1,3,53,10,12,82,0,0,0,0,123,0,1,0,0,0,1,0,0,0,-0.024055451154708862,Sam Day,0,15664,3,Gold Coast,2020,38,0
9,82,0,1,1,0,2,0,90,76,103,0,1,6,201,1,2,0,0,6,2,2,6,1,2,4,10,10.2,1,1,32,7,11,73,1,1,0,0,257,1,0,0,1,0,0,0,0,0,0.43450728058815,Tom Hawkins,0,15619,1,Geelong,2020,6,0
12,71,0,1,0,1,0,0,99,94,152,0,1,12,337,0,0,0,0,4,0,1,7,3,3,2,2,20,1,0,37,11,13,89,1,1,9,0,261,0,1,0,1,0,0,0,0,0,2.097576856613159,Tom Hawkins,3,15722,5,Geelong,2020,1,3
4,44,0,0,0,0,1,0,69,62,81,0,0,4,149,1,2,0,0,1,0,1,3,2,3,1,6,7.7,0,1,54,11,11,77,0,0,0,0,13,0,1,0,0,0,0,0,1,0,-0.008429206907749176,Mabior Chol,0,15755,7,Richmond,2020,30,0
10,67,1,1,3,0,0,0,87,82,102,0,3,3,147,1,1,0,0,0,0,7,3,3,7,0,15,10.9,0,0,14,13,9,67,0,0,0,0,10,0,1,0,0,0,1,0,0,0,0.2588980793952942,Will Snelling,0,15747,6,Essendon,2020,10,0
16,59,1,7,0,3,1,2,75,86,114,1,4,4,539,3,0,0,0,1,0,2,8,1,12,0,11,12.1,1,0,28,11,9,65,1,1,3,0,261,0,1,1,0,0,0,0,0,0,1.1820935010910034,Patrick Dangerfield,1,15822,13,Geelong,2020,4,0
9,69,0,1,0,1,1,0,90,66,89,0,1,5,188,0,0,0,0,3,0,3,7,2,3,2,7,6.5,0,0,20,8,12,80,0,0,0,1,212,0,1,0,1,0,0,0,0,0,0.03302557021379471,Jack Ziebell,0,15654,2,North Melbourne,2020,18,0
10,59,4,2,0,0,3,0,86,79,91,1,0,4,301,5,0,0,0,0,0,9,7,0,4,0,11,7.4,0,1,4,7,7,49,0,0,0,0,96,1,0,0,0,1,0,0,0,0,0.06263300031423569,Christian Salem,0,15767,8,Melbourne,2020,17,0
5,100,0,1,0,1,1,0,74,11,20,0,0,0,7,1,0,1,1,0,0,5,1,0,1,0,16,3.1,0,1,30,8,6,44,0,0,0,0,10,1,0,0,0,0,1,0,0,0,0.004903111606836319,Michael Frederick,0,15864,18,Fremantle,2020,25,0
9,75,1,2,0,2,0,0,96,40,42,0,1,2,66,2,0,0,0,0,0,2,6,0,2,0,2,0.7,0,0,37,11,13,89,0,0,0,0,95,0,1,0,0,0,0,0,0,0,0.013769388198852539,Jake Kolodjashnij,0,15722,5,Geelong,2020,25,0
5,83,0,1,0,0,11,0,92,30,65,0,0,3,33,3,0,2,7,0,0,3,4,0,2,0,5,8.9,2,9,44,6,14,90,0,0,0,0,33,0,1,0,0,1,0,0,0,0,0.01303819939494133,Charlie Ballard,0,15652,2,Gold Coast,2020,24,0
11,79,8,2,1,1,3,0,83,55,57,0,0,1,402,3,0,1,2,0,0,11,10,0,1,0,15,3.6,1,2,47,5,4,29,0,0,0,0,22,1,0,0,0,0,0,0,0,0,-0.018291808664798737,Jack Lukosius,0,15620,1,Gold Coast,2020,36,0
18,75,2,4,1,0,1,0,87,85,97,0,3,4,467,5,0,1,1,0,0,8,11,0,6,0,17,8.3,1,0,35,3,5,33,0,0,0,0,136,1,0,1,0,0,0,0,0,0,0.23510068655014038,Zach Merrett,0,15814,12,Essendon,2020,11,0
8,80,0,1,1,1,1,0,100,63,99,0,0,4,150,2,1,0,0,1,0,5,5,2,3,2,12,14.6,1,0,34,11,11,77,0,0,0,0,201,0,1,0,0,0,1,0,0,0,0.05425654351711273,Jack Darling,0,15721,5,West Coast,2020,12,0
3,100,0,1,0,1,3,0,74,25,42,0,0,2,87,0,0,0,0,4,3,2,3,0,0,0,6,4.4,0,3,63,10,3,28,0,0,0,0,134,1,0,0,1,0,0,0,0,0,-0.0013502237852662802,Tom Bellchambers,0,15772,9,Essendon,2020,30,0
9,75,1,1,0,1,0,0,74,47,58,0,0,3,193,1,0,0,0,1,0,8,2,2,3,1,15,8.5,0,0,64,9,15,99,0,0,0,0,23,0,1,1,0,0,0,0,0,0,0.024732379242777824,Mitch Crowden,0,15850,17,Fremantle,2020,18,0
6,67,0,5,1,2,1,0,91,73,72,0,0,2,110,2,4,0,0,4,1,1,4,2,2,2,14,3.5,1,1,2,6,7,48,0,0,0,0,105,1,0,0,1,0,0,0,0,0,-0.0063661434687674046,Tim Membrey,0,15823,13,St Kilda,2020,36,0
12,80,0,2,2,2,0,0,85,52,68,1,2,4,210,0,1,0,0,0,0,7,6,1,1,0,15,5,0,0,6,7,12,79,0,0,0,0,76,0,1,0,0,0,0,0,0,1,-0.01819680817425251,Darcy Tucker,0,15744,6,Fremantle,2020,41,0
7,70,0,1,2,1,0,0,81,62,77,0,0,6,140,1,0,0,0,0,0,3,4,0,3,0,12,8.2,1,0,27,4,8,52,0,0,0,0,43,1,0,0,0,0,1,0,0,0,0.014473210088908672,Mitch Hannan,0,15740,5,Melbourne,2020,22,0
