effective_disposals,disposal_efficiency_percentage,rebounds,clangers,free_kicks_for,free_kicks_against,one_percenters,bounces,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,marks_on_lead,pressure_acts,rating_points,score_launches,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
17,81,5,2,1,1,1,0,88,76,126,0,0,3,435,12,0,0,1,0,0,5,13,0,5,0,6,14.5,3,1,9,9,5,39,0,0,2,1,106,1,0,0,0,0,0,0,0,0,-0.02354300580918789,Sam Docherty,0,15838,15,Carlton,2020,39,0
20,61,1,9,1,2,2,0,86,103,136,2,3,5,397,3,1,0,0,1,0,9,6,2,10,0,17,11.3,2,1,32,5,6,41,0,0,9,1,211,1,0,1,0,0,0,0,0,0,1.9301843643188477,Luke Parker,2,15855,17,Sydney,2020,1,3
8,89,1,0,3,0,0,0,79,38,68,0,1,2,197,2,1,0,0,0,0,8,5,1,5,0,20,8.7,0,0,4,11,8,59,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.029074234887957573,Xavier O'Halloran,0,15785,10,Greater Western Sydney,2020,40,0
5,63,0,1,0,1,0,0,86,26,32,1,0,2,158,0,0,0,0,1,0,0,3,3,4,1,5,2.6,0,0,43,6,7,48,0,0,0,0,17,1,0,0,0,0,0,0,1,0,-0.0015596356242895126,Mitch Lewis,0,15757,7,Hawthorn,2020,31,0
6,55,2,6,1,4,0,0,73,44,35,2,3,0,93,0,0,0,0,0,0,9,4,0,3,0,16,2.6,0,0,7,3,9,57,0,0,0,0,64,1,0,1,0,0,0,0,0,0,-0.001084866700693965,Jy Simpkin,0,15762,8,North Melbourne,2020,31,0
8,67,1,3,2,0,2,0,89,47,76,0,2,5,272,2,1,0,0,0,0,2,5,0,2,0,12,7.3,1,0,12,7,9,61,0,0,0,0,175,0,1,0,0,0,0,0,0,1,0.006715706083923578,Jamie Cripps,0,15824,13,West Coast,2020,26,0
17,90,7,1,0,0,3,0,91,70,121,0,1,3,449,10,0,2,4,0,0,12,8,0,5,0,13,17.6,3,3,64,5,5,35,0,0,0,0,125,1,0,0,0,0,0,0,0,0,0.023847375065088272,Luke McDonald,0,15850,17,North Melbourne,2020,19,0
12,67,3,2,0,0,1,0,85,65,80,0,3,1,361,5,0,0,0,0,0,3,9,0,6,0,4,9.4,0,1,5,10,6,46,0,0,0,0,50,1,0,0,0,0,0,0,0,1,-0.030225979164242744,Jack Bowes,0,15760,8,Gold Coast,2020,41,0
3,38,0,4,0,0,0,0,84,41,39,0,0,3,212,1,1,0,0,3,2,2,2,2,4,0,11,8.3,0,0,16,8,8,56,0,0,0,0,75,1,0,0,1,0,0,0,0,0,0.045723386108875275,Mitch McGovern,0,15853,17,Carlton,2020,13,0
7,64,3,1,1,1,6,0,100,48,70,0,0,2,162,5,0,2,6,0,0,1,5,0,2,0,1,6.5,1,4,1,10,7,52,0,1,0,0,80,0,1,0,0,1,0,0,0,0,0.7030123472213745,Jacob Weitering,0,15705,4,Carlton,2020,6,0
7,64,2,1,0,0,4,0,94,44,48,0,0,2,124,4,0,1,2,0,0,7,5,0,1,0,7,3.3,2,4,16,7,9,61,0,1,0,1,156,0,1,0,0,0,0,0,0,0,0.0713362917304039,Tom Jonas,0,15865,18,Port Adelaide,2020,16,0
5,100,1,0,0,0,12,0,96,22,56,0,0,1,122,3,0,1,5,0,0,2,3,0,1,0,3,6.2,1,12,41,7,3,25,0,0,0,0,65,1,0,0,0,0,0,0,0,0,0.015692269429564476,Lachlan Keeffe,0,15808,12,Greater Western Sydney,2020,21,0
8,80,2,3,0,1,2,0,90,69,90,0,0,2,62,0,0,0,0,0,0,10,4,0,1,0,13,4.8,0,2,9,4,10,64,0,1,0,0,167,1,0,0,0,0,0,0,0,0,0.012104290537536144,Mark Blicavs,0,15775,9,Geelong,2020,24,0
17,71,1,3,1,1,1,0,78,78,110,1,6,3,226,2,0,0,0,0,0,8,5,3,10,0,17,10.1,1,0,26,7,11,73,0,0,0,0,201,0,1,1,0,0,0,0,0,0,0.3963571786880493,Tom Rockliff,0,15829,14,Port Adelaide,2020,7,0
16,62,2,4,2,1,6,0,95,89,110,1,0,4,225,6,0,0,0,2,1,7,4,0,8,0,17,10.6,1,4,6,9,8,57,0,1,0,1,174,1,0,1,0,0,0,0,0,0,0.6127603054046631,Nat Fyfe,0,15617,1,Fremantle,2020,4,0
4,33,1,5,1,2,1,0,42,33,27,1,0,4,144,1,0,0,0,1,0,2,2,2,4,0,5,2.8,1,0,2,12,7,54,0,0,0,0,82,1,0,1,0,0,0,0,0,0,0.02092268131673336,Jade Gresham,0,15621,1,St Kilda,2020,18,0
1,100,1,1,0,1,2,0,46,7,13,0,0,1,11,2,0,0,0,0,0,2,1,0,1,0,3,3,1,1,24,12,14,96,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0.004683188162744045,Matt Eagles,0,15801,11,Brisbane Lions,2020,25,0
4,50,0,1,0,0,0,0,80,41,52,0,0,4,139,1,1,0,0,1,0,1,2,1,2,3,8,2.4,1,0,24,12,14,96,0,0,0,0,119,0,1,0,1,0,0,0,0,0,0.026142781600356102,Charlie Cameron,0,15801,11,Brisbane Lions,2020,14,0
5,63,1,3,0,1,2,0,91,32,31,0,0,3,141,3,0,2,2,0,0,4,3,1,2,0,5,0.7,1,1,14,12,9,66,0,0,0,0,105,1,0,0,0,1,0,0,0,0,0.006938617210835218,Sam Frost,0,15841,16,Hawthorn,2020,32,0
3,43,1,3,1,1,1,0,82,47,63,1,1,4,218,0,0,0,0,1,0,2,3,1,3,0,6,8.1,2,0,20,8,10,68,0,0,0,0,45,1,0,0,1,0,0,0,0,0,-0.01165670994669199,Jeremy Finlayson,0,15753,7,Greater Western Sydney,2020,36,0
8,89,0,1,2,0,5,0,67,58,87,3,3,1,162,0,0,0,1,1,0,5,3,0,1,0,10,7.6,1,4,30,8,9,62,1,1,0,0,173,0,1,0,0,0,0,0,1,0,0.06361369788646698,Nic Naitanui,0,15758,7,West Coast,2020,20,0
11,69,4,4,1,2,0,2,79,65,63,0,0,2,251,5,0,0,0,0,0,5,4,0,1,0,12,5,1,0,45,7,6,43,0,0,0,0,101,1,0,0,0,0,0,0,0,1,0.010569336824119091,Lachie Weller,0,15847,16,Gold Coast,2020,17,0
16,73,6,1,1,0,1,1,77,86,118,1,0,4,521,6,0,1,1,0,0,6,11,0,2,0,11,6.4,2,1,35,6,7,48,0,0,0,0,24,1,0,0,0,0,0,0,0,1,0.0398513562977314,Jack Scrimshaw,0,15834,15,Hawthorn,2020,15,0
4,50,0,2,0,1,0,0,83,40,41,0,0,4,233,1,0,0,0,2,0,4,3,0,2,1,9,5,0,0,6,9,9,63,0,0,0,0,37,1,0,0,1,0,0,0,0,0,0.001987618627026677,Nick Blakey,0,15863,18,Sydney,2020,31,0
7,78,1,1,1,0,0,0,77,45,51,0,0,2,266,0,1,0,0,0,0,6,5,1,2,0,9,4.8,0,0,6,9,8,57,0,0,0,0,8,1,0,0,1,0,0,0,0,0,-0.0074116881005465984,Lachie Schultz,0,15617,1,Fremantle,2020,39,0
13,50,2,4,0,0,2,0,90,98,113,0,0,5,495,5,1,0,0,0,0,3,9,1,7,0,8,3.5,0,1,32,12,6,48,0,0,7,0,194,0,1,0,1,0,0,0,0,0,1.7179843187332153,Zach Tuohy,0,15768,8,Geelong,2020,2,2
7,70,5,3,1,1,7,0,100,39,69,0,0,0,209,8,0,2,4,0,0,3,3,0,4,0,3,7.9,1,7,22,10,6,46,0,0,0,0,39,1,0,0,0,0,0,0,0,0,-0.002858299994841218,Sam Collins,0,15856,17,Gold Coast,2020,31,0
5,83,1,1,1,1,1,0,71,42,74,0,1,4,72,0,0,0,0,0,0,4,4,1,1,0,9,8.3,0,0,30,8,6,44,1,1,0,0,40,1,0,0,1,0,0,0,0,0,-2.2800557781010866e-4,Liam Ryan,0,15662,3,West Coast,2020,35,0
9,82,2,1,1,1,2,0,89,34,57,0,0,4,231,1,0,2,2,0,0,7,6,0,2,0,10,4,0,2,63,10,3,28,0,0,0,0,100,1,0,0,0,1,0,0,0,0,0.004880750086158514,Adam Saad,0,15772,9,Essendon,2020,26,0
5,100,1,1,0,1,0,0,79,37,38,0,0,0,153,3,0,0,1,0,0,7,5,0,1,0,9,4.2,0,0,37,13,12,85,0,0,0,0,10,0,1,0,0,1,0,0,0,0,-0.0059900046326220036,Brandon Starcevich,0,15724,5,Brisbane Lions,2020,31,0
17,63,0,3,1,1,1,0,83,92,90,3,1,4,365,5,0,0,0,0,0,13,4,1,6,0,17,14.8,2,1,32,7,7,49,0,0,4,0,44,1,0,1,0,0,0,0,0,0,0.6836744546890259,James Worpel,0,15815,12,Hawthorn,2020,4,0
7,100,1,0,1,0,3,0,85,31,45,0,0,1,44,4,0,1,3,0,0,3,3,0,2,0,3,3.7,1,2,21,15,13,93,0,0,0,0,92,0,1,0,0,0,0,0,0,0,0.03619755059480667,Tom Clurey,0,15800,11,Port Adelaide,2020,12,0
8,80,2,1,2,0,2,0,90,41,63,0,0,2,136,4,0,0,1,0,0,4,5,0,1,0,4,6.4,0,2,2,13,6,49,0,0,0,0,82,0,1,0,0,1,0,0,0,0,0.01812496781349182,Zaine Cordy,0,15843,16,Western Bulldogs,2020,24,0
14,56,0,3,2,0,8,0,90,71,98,2,2,4,463,5,0,0,0,1,1,1,9,1,10,0,6,10.1,2,6,22,9,8,57,0,1,4,1,308,0,1,1,0,0,0,0,0,0,1.541772723197937,Scott Pendlebury,0,15751,7,Collingwood,2020,4,0
10,77,4,2,1,0,1,1,87,57,66,0,0,4,235,4,0,0,0,0,0,5,7,0,2,0,9,7.5,2,0,44,10,6,46,0,0,0,0,87,1,0,0,0,1,0,0,0,0,0.016913143917918205,Liam Duggan,0,15652,2,West Coast,2020,22,0
9,69,3,2,0,0,1,0,72,52,85,0,0,5,324,5,0,0,3,0,0,4,8,0,3,0,4,4.3,2,0,63,19,12,91,0,0,0,0,35,0,1,0,0,0,0,0,0,0,-0.013643493875861168,Jack Lukosius,0,15833,14,Gold Coast,2020,28,0
8,57,0,3,0,0,2,0,80,54,49,0,1,6,264,1,1,0,0,0,0,2,3,1,1,0,7,11.2,0,0,37,11,13,89,0,0,0,0,350,0,1,1,0,0,0,0,0,0,0.013746392913162708,Gary Ablett,0,15722,5,Geelong,2020,26,0
3,38,1,2,1,0,0,0,58,45,34,0,0,2,143,1,0,0,0,1,0,4,2,1,1,0,10,-1.6,0,0,28,9,5,39,0,0,0,0,116,1,0,0,0,0,1,0,0,0,0.002980457851663232,Lewis Taylor,0,15701,4,Sydney,2020,29,0
7,100,1,2,1,1,0,0,73,31,31,0,0,2,95,1,0,0,0,2,2,0,4,0,1,1,1,2.1,0,0,33,7,10,67,0,0,0,0,31,0,1,0,1,0,0,0,0,0,0.18828465044498444,Jake Waterman,0,15745,6,West Coast,2020,11,0
4,57,0,4,1,2,1,0,84,37,38,0,0,1,209,0,1,0,0,4,1,1,4,1,1,1,4,-1,0,1,8,4,5,34,0,0,0,0,54,1,0,0,1,0,0,0,0,0,0.03230062127113342,Brody Mihocek,0,15839,15,Collingwood,2020,20,0
7,58,2,1,0,0,2,0,81,60,89,0,1,3,279,5,0,0,1,0,0,4,6,0,6,0,8,7.3,1,1,30,14,10,74,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0.02112223021686077,Brandon Starcevich,0,15662,3,Brisbane Lions,2020,24,0
6,60,1,0,0,0,2,0,93,62,81,0,0,3,245,3,0,1,1,0,0,6,6,0,0,0,10,11,1,2,5,9,8,57,0,0,3,0,108,0,1,0,0,0,0,0,0,0,0.028942054137587547,Lachie Plowman,0,15846,16,Carlton,2020,17,0
8,57,1,2,1,1,1,0,89,52,91,0,1,2,133,4,0,0,0,0,0,10,3,3,9,0,12,9.3,2,1,22,8,7,50,0,0,0,0,175,1,0,1,0,0,0,0,0,0,-0.12714099884033203,Ed Curnow,0,15802,11,Carlton,2020,44,0
12,80,0,3,2,0,0,0,85,89,116,2,0,3,244,0,0,0,0,4,3,1,8,0,4,1,11,14.8,0,0,26,7,4,31,0,0,0,0,39,1,0,0,0,0,0,0,1,0,0.21678008139133453,Esava Ratugolea,0,15849,17,Geelong,2020,8,0
9,90,0,3,0,1,1,0,70,35,43,1,1,3,87,1,0,0,0,0,0,6,3,0,4,0,15,6.6,2,0,26,3,15,93,0,0,0,0,85,0,1,0,0,0,1,0,0,0,-0.01784377731382847,Jade Gresham,0,15704,4,St Kilda,2020,38,0
24,73,3,4,2,0,2,1,91,117,157,1,3,7,414,3,0,0,0,0,0,9,10,0,11,0,16,18.5,0,1,63,7,14,91,1,1,10,0,168,0,1,1,0,0,0,0,0,0,2.7283029556274414,Lachie Neale,3,15772,9,Brisbane Lions,2020,1,3
5,56,0,3,1,1,4,0,84,49,54,0,0,3,273,0,0,0,0,4,3,2,5,1,2,0,5,7.1,0,3,44,9,4,33,0,0,0,0,203,1,0,0,1,0,0,0,0,0,0.048410676419734955,Taylor Walker,0,15860,18,Adelaide,2020,17,0
10,67,2,1,0,0,2,0,81,80,118,0,3,3,317,2,0,0,0,2,1,11,5,0,3,0,15,13.6,1,2,9,5,6,41,0,0,2,0,56,1,0,0,0,1,0,0,0,0,0.2427392154932022,Jackson Thurlow,0,15783,10,Sydney,2020,10,0
20,80,2,3,0,0,2,0,93,103,139,1,2,2,303,3,0,0,1,0,0,11,8,1,8,0,18,15.7,2,2,54,11,2,23,0,0,0,0,89,1,0,1,0,0,0,0,0,0,-0.20046962797641754,Trent Dumont,0,15755,7,North Melbourne,2020,44,0
5,56,0,1,0,0,1,0,81,59,78,0,0,2,84,2,1,0,0,4,1,1,3,1,5,0,8,8.2,0,1,16,3,7,45,0,0,0,0,56,1,0,0,0,0,1,0,0,0,-8.650952368043363e-4,Brody Mihocek,0,15865,18,Collingwood,2020,32,0
5,63,1,3,1,0,2,0,77,60,85,0,1,5,237,2,0,0,0,0,0,2,4,0,1,0,4,10.6,4,2,28,10,7,52,0,0,0,0,17,1,0,0,0,0,0,0,1,0,8.873429615050554e-4,Braydon Preuss,0,15818,13,Melbourne,2020,30,0
10,63,1,3,0,2,1,0,90,81,108,0,1,7,339,0,0,0,0,1,0,7,7,2,3,2,10,10.5,0,1,32,3,17,105,0,0,8,0,146,0,1,0,0,0,1,0,0,0,1.2244077920913696,Toby Greene,3,15619,1,Greater Western Sydney,2020,3,1
7,70,2,2,1,1,1,0,64,45,69,1,0,1,138,4,2,0,1,1,0,5,2,0,3,0,8,8.3,0,1,0,7,11,73,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0.006647289264947176,Dylan Clarke,0,15807,11,Essendon,2020,26,0
6,100,0,2,1,1,0,0,84,27,35,0,0,2,108,0,1,0,0,2,0,0,2,1,3,1,6,4.1,0,0,52,9,7,51,0,0,0,0,119,1,0,0,1,0,0,0,0,0,-0.004376356024295092,Josh Bruce,0,15750,6,Western Bulldogs,2020,28,0
7,58,1,2,0,0,0,0,59,42,48,0,1,3,151,1,0,0,0,0,0,0,4,2,4,0,6,6,1,0,4,8,11,74,0,0,0,0,90,1,0,0,0,0,0,0,0,0,-0.006429438013583422,Sean Lemmens,0,15784,10,Gold Coast,2020,34,0
10,63,0,6,0,3,1,1,89,74,97,0,1,7,325,2,0,0,0,0,0,10,6,3,6,0,19,20.1,0,0,5,8,11,74,0,0,6,0,48,1,0,0,1,0,0,0,0,0,1.494520902633667,Brent Daniels,2,15852,17,Greater Western Sydney,2020,3,1
16,84,2,1,0,1,0,0,86,87,96,1,0,4,353,4,0,0,1,0,0,2,9,0,3,0,8,11.1,0,0,27,7,12,79,0,0,0,0,161,0,1,0,0,0,0,0,0,1,0.26445791125297546,Josh Caddy,0,15740,5,Richmond,2020,7,0
24,92,10,0,0,0,5,0,92,95,132,0,0,1,534,3,0,0,1,0,0,10,14,0,2,0,12,8.9,0,3,34,7,6,43,0,0,0,0,142,1,0,0,0,1,0,0,0,0,0.4655165672302246,Jake Lloyd,0,15721,5,Sydney,2020,5,0
8,67,0,4,0,2,2,0,83,33,49,0,1,2,46,4,0,0,1,0,0,7,3,0,4,0,15,4.4,1,1,30,8,6,44,0,0,0,0,214,1,0,1,0,0,0,0,0,0,0.09423220902681351,Jack Redden,0,15662,3,West Coast,2020,12,0
9,75,1,2,2,1,0,0,92,57,54,0,1,5,265,0,0,0,0,2,0,4,8,0,0,1,8,3.6,0,0,9,4,10,64,0,0,0,0,34,1,0,0,0,0,1,0,0,0,-0.002975048730149865,Gryan Miers,0,15775,9,Geelong,2020,34,0
5,42,0,4,2,2,2,1,87,48,58,0,1,3,278,2,0,0,0,1,0,4,5,0,2,0,9,0.6,0,0,31,7,2,19,0,1,0,0,94,1,0,1,0,0,0,0,0,0,0.05001151189208031,Tom Papley,0,15821,13,Sydney,2020,14,0
10,77,3,3,2,1,8,0,89,45,83,0,0,1,135,4,0,2,6,0,0,3,6,0,3,0,3,5.7,0,7,52,12,3,30,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.005629804451018572,Connor Idun,0,15858,18,Greater Western Sydney,2020,26,0
10,59,1,4,1,1,2,0,95,58,70,2,0,2,286,4,0,0,0,0,0,14,7,0,5,0,23,9.2,1,0,32,6,9,60,0,0,0,0,57,1,0,0,0,0,1,0,0,0,-0.009284117259085178,Ryan Clarke,0,15754,7,Sydney,2020,36,0
7,88,0,1,2,1,3,0,82,55,101,1,1,3,120,2,0,0,0,1,0,6,3,0,2,0,10,10.5,2,3,28,6,14,90,0,0,0,0,77,0,1,0,0,0,0,0,1,0,0.24393805861473083,Jonathon Ceglar,0,15622,1,Hawthorn,2020,10,0
6,75,2,2,0,0,1,0,76,29,35,0,0,0,196,2,0,0,1,0,0,8,4,0,2,0,8,3.4,0,1,41,10,12,82,0,0,0,0,7,0,1,0,0,1,0,0,0,0,0.01286077219992876,Derek Eggmolesse-Smith,0,15780,10,Richmond,2020,23,0
15,63,1,3,0,0,0,0,77,81,112,1,2,3,398,5,0,0,0,0,0,3,6,0,10,0,6,13.3,1,0,12,7,7,49,0,0,2,0,48,1,0,0,0,1,0,0,0,0,0.5374279618263245,Harry Perryman,0,15824,13,Greater Western Sydney,2020,4,0
12,63,0,2,0,2,1,2,79,61,97,2,3,8,499,0,0,0,0,0,0,7,6,0,5,0,12,13.6,0,1,12,14,6,50,0,0,4,0,35,1,0,1,0,0,0,0,0,0,0.9114482402801514,Shai Bolton,0,15761,8,Richmond,2020,6,0
5,50,1,3,1,1,3,0,77,57,84,0,3,0,96,3,0,0,2,3,0,3,2,0,5,0,7,8,0,3,41,7,3,25,0,0,0,0,207,1,0,0,0,0,0,0,1,0,-0.07805357128381729,Sam Jacobs,0,15808,12,Greater Western Sydney,2020,44,0
16,76,1,3,1,1,0,0,88,80,130,1,0,7,409,2,2,0,0,1,0,5,6,2,7,0,12,25.4,0,0,61,6,17,108,0,0,3,0,347,0,1,0,0,0,1,0,0,0,0.2217543125152588,Gary Ablett,0,15649,2,Geelong,2020,6,0
7,64,0,2,2,2,3,0,83,63,94,4,4,3,273,2,1,0,2,0,0,3,4,0,2,0,7,16.4,2,2,1,10,7,52,0,0,4,0,10,0,1,0,0,0,0,0,1,0,1.0161834955215454,Marc Pittonet,0,15705,4,Carlton,2020,4,0
15,71,3,2,0,0,1,0,85,67,82,0,0,2,354,6,0,0,0,0,0,5,12,0,6,0,5,8.4,2,1,27,4,8,52,0,0,0,0,93,1,0,0,0,1,0,0,0,0,-0.04700373858213425,Christian Salem,0,15740,5,Melbourne,2020,42,0
6,67,0,2,0,1,2,0,85,41,60,0,0,2,95,2,0,0,0,1,0,0,4,0,2,0,5,3.8,1,0,36,6,6,42,0,0,0,1,216,1,0,0,1,0,0,0,0,0,0.01022600382566452,Jack Ziebell,0,15840,16,North Melbourne,2020,22,0
7,88,0,1,1,1,1,0,71,43,77,0,2,4,224,0,0,0,0,3,0,2,5,1,1,2,7,10.6,1,0,16,9,13,87,0,0,0,0,51,0,1,0,1,0,0,0,0,0,0.0073485770262777805,James Stewart,0,15826,14,Essendon,2020,29,0
13,72,2,1,0,0,3,0,83,67,80,0,1,1,245,2,0,0,0,0,0,5,7,0,3,0,12,6.2,0,2,15,3,10,63,0,0,0,0,96,0,1,0,0,0,0,0,0,0,0.001953260274603963,Adam Saad,0,15720,5,Essendon,2020,32,0
4,36,2,4,2,2,0,0,78,45,34,0,0,3,211,0,1,0,0,0,0,4,2,2,3,0,14,0.2,0,0,48,5,6,41,0,0,0,0,8,1,0,0,1,0,0,0,0,0,0.028167886659502983,Jamaine Jones,0,15703,4,West Coast,2020,19,0
9,69,2,2,0,1,6,0,91,50,61,0,0,2,150,7,0,0,2,0,0,3,4,0,5,1,4,8.8,0,6,28,11,9,65,0,0,0,0,102,0,1,0,0,0,0,0,0,0,0.0070610796101391315,Jake Kolodjashnij,0,15822,13,Geelong,2020,35,0
6,75,3,0,1,0,1,0,86,32,44,0,0,0,48,4,0,1,2,1,0,12,2,0,1,0,13,3.8,0,0,47,5,4,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.001663536997511983,Connor Budarick,0,15620,1,Gold Coast,2020,29,0
22,88,4,3,1,1,0,2,82,75,95,1,1,5,456,5,0,0,0,0,0,4,14,0,5,0,6,14,3,0,57,15,16,111,1,1,1,0,103,0,1,0,0,0,0,0,0,0,0.8554556369781494,Caleb Daniel,0,15813,12,Western Bulldogs,2020,6,0
9,60,1,1,1,1,0,0,69,61,88,0,1,7,319,5,1,0,0,0,0,0,4,1,7,2,10,9.2,2,0,5,7,12,79,0,0,0,0,13,0,1,0,0,0,1,0,0,0,-0.0701664537191391,Kysaiah Pickett,0,15852,17,Melbourne,2020,42,0
17,59,3,3,0,0,0,0,85,99,110,0,2,4,531,3,0,0,0,0,0,5,7,1,4,0,15,5.9,1,0,32,5,11,71,0,0,8,0,203,0,1,0,0,0,0,0,0,1,2.0564351081848145,Isaac Smith,3,15658,3,Hawthorn,2020,2,2
2,33,0,7,0,1,0,0,84,28,11,0,0,2,72,0,1,0,0,1,0,0,1,2,2,1,6,-2.1,0,0,24,6,7,48,0,0,0,0,44,1,0,0,1,0,0,0,0,0,0.06430075317621231,Harry McKay,0,15832,14,Carlton,2020,16,0
8,80,0,0,1,0,1,1,85,57,89,1,1,7,120,2,0,0,0,8,2,3,3,2,3,0,6,12.4,2,1,16,12,10,72,0,0,0,0,18,0,1,0,0,0,1,0,0,0,-0.0033379739616066217,Elliott Himmelberg,0,15853,17,Adelaide,2020,32,0
8,62,0,1,0,0,0,0,69,67,106,0,0,6,180,1,1,0,0,0,0,5,6,2,4,3,17,7.3,1,0,9,12,6,48,0,0,0,0,12,0,1,0,0,0,1,0,0,0,0.335684597492218,Bobby Hill,0,15838,15,Greater Western Sydney,2020,6,0
5,83,0,3,0,0,0,0,88,31,41,0,0,2,143,0,0,0,0,3,1,0,4,1,1,1,7,2.7,0,0,41,17,4,41,0,0,0,0,85,1,0,0,1,0,0,0,0,0,-0.004625474568456411,Eric Hipwood,0,15780,10,Brisbane Lions,2020,30,0
11,100,0,1,0,1,1,0,82,82,127,0,0,8,317,0,1,0,0,4,2,2,9,1,1,1,15,16.7,0,1,52,8,13,86,0,0,5,0,41,0,1,0,0,0,1,0,0,0,0.8227659463882446,Brody Mihocek,2,15616,1,Collingwood,2020,5,0
9,75,2,2,2,1,3,0,82,46,57,0,0,1,168,5,0,0,0,0,0,8,6,0,1,0,10,4.9,0,3,17,12,11,78,0,0,0,0,139,0,1,0,0,1,0,0,0,0,-0.004212586674839258,Ryan Lester,0,15861,18,Brisbane Lions,2020,29,0
6,100,0,0,0,0,0,0,74,30,48,0,0,2,15,1,1,0,0,1,1,4,1,1,1,0,7,7.1,0,0,9,7,11,73,0,0,0,0,44,0,1,0,1,0,0,0,0,0,0.03746023774147034,Brendon Ah Chee,0,15775,9,West Coast,2020,16,0
6,75,3,2,0,0,14,0,95,30,82,0,0,0,168,8,0,0,4,0,0,2,3,0,5,0,2,10.6,0,10,4,6,5,36,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0.041092291474342346,Brennan Cox,0,15812,12,Fremantle,2020,16,0
4,50,0,2,0,1,2,0,82,46,53,0,1,8,141,1,0,0,0,1,0,0,2,3,4,1,10,3.4,2,1,54,11,11,77,0,0,0,0,3,0,1,0,0,0,1,0,0,0,-0.01629168726503849,Jake Aarts,0,15755,7,Richmond,2020,34,0
10,56,2,5,0,1,1,0,79,58,67,0,4,2,276,1,0,0,0,0,0,6,4,1,5,0,19,3.2,0,0,29,8,6,44,0,0,0,0,68,1,0,1,0,0,0,0,0,0,0.008833421394228935,Dan Houston,0,15764,8,Port Adelaide,2020,27,0
2,33,2,2,0,0,2,0,86,37,46,0,0,0,71,5,0,1,3,0,0,10,1,0,2,0,11,5.6,0,1,14,11,7,53,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0.014933617785573006,Kyron Hayden,0,15747,6,North Melbourne,2020,30,0
6,67,0,6,1,3,1,0,56,30,39,0,1,1,68,1,0,0,0,0,0,5,2,2,6,0,17,1.1,0,1,5,9,7,51,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.04183856025338173,Callum Porter,0,15760,8,Western Bulldogs,2020,17,0
11,79,0,2,0,1,4,0,54,37,63,0,2,1,-27,2,0,0,0,0,0,5,0,0,5,0,9,4.5,1,1,31,8,7,50,0,0,0,0,64,0,1,0,0,1,0,0,0,0,0.006815935019403696,Connor Blakely,0,15821,13,Fremantle,2020,24,0
5,39,0,1,0,0,0,0,76,61,68,1,1,5,226,2,2,0,0,0,0,10,2,0,4,0,14,5,0,0,20,12,8,60,0,0,0,0,69,1,0,1,0,0,0,0,0,0,-0.0043401652947068214,Jacob Hopper,0,15654,2,Greater Western Sydney,2020,37,0
10,71,0,2,0,0,3,0,86,64,106,2,0,7,351,4,0,0,0,0,0,3,7,0,6,1,12,13.6,0,2,41,12,13,90,0,0,0,0,8,0,1,0,0,0,0,0,0,1,0.1096530482172966,Marlion Pickett,0,15769,9,Richmond,2020,12,0
10,67,4,3,0,2,1,0,70,52,66,0,0,3,453,1,0,1,1,0,0,1,7,0,1,0,7,6.9,0,1,41,12,13,90,0,0,0,0,6,0,1,0,0,1,0,0,0,0,0.09453245252370834,Derek Eggmolesse-Smith,0,15769,9,Richmond,2020,13,0
9,60,4,2,0,0,6,0,88,66,67,0,0,2,175,2,0,0,0,0,0,10,6,0,1,0,13,1.3,0,5,11,12,10,72,0,0,0,0,59,0,1,0,0,1,0,0,0,0,0.0161412563174963,Jack Henry,0,15828,14,Geelong,2020,26,0
6,75,0,1,0,1,6,0,84,25,48,0,0,1,16,5,0,1,2,0,0,2,2,0,3,0,4,3.9,0,4,64,5,5,35,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0.018669934943318367,Ed Vickers-Willis,0,15850,17,North Melbourne,2020,21,0
8,89,0,3,2,2,0,0,98,51,59,0,0,5,190,0,2,0,0,5,3,0,6,0,0,2,5,5.4,0,0,27,7,12,79,0,0,0,0,267,0,1,0,1,0,0,0,0,0,0.004686910659074783,Jack Riewoldt,0,15740,5,Richmond,2020,28,0
