effective_disposals,disposal_efficiency_percentage,clangers,free_kicks_for,free_kicks_against,one_percenters,bounces,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,intercepts,tackles_inside_fifty,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,intercept_marks,marks_on_lead,pressure_acts,rating_points,score_launches,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
26,77,3,2,1,1,0,74,117,120,2,5,7,395,0,1,4,13,0,4,0,0,13,12.1,1,0,38,5,15,95,0,0,3,0,198,0,1,1,0,0,0,0,0,0,1.3517460823059082,Cameron Guthrie,0,16068,19,Geelong,2021,4,0
2,40,2,0,1,3,0,80,22,22,0,0,2,71,0,1,1,1,1,1,0,1,11,-1.5,0,1,51,15,14,99,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0.01775512471795082,Josh Treacy,0,15925,6,Fremantle,2021,25,0
10,91,0,0,0,2,0,81,54,73,0,0,6,161,4,2,3,6,1,2,1,0,9,8,1,1,39,14,15,104,0,0,0,0,148,0,1,0,0,1,0,0,0,0,0.004169136751443148,Jason Johannisen,0,15920,6,Western Bulldogs,2021,26,0
5,36,4,1,0,5,0,89,94,107,0,0,9,355,1,2,3,4,3,6,0,3,14,15.8,2,3,10,13,10,73,0,0,0,0,216,1,0,0,0,0,1,0,0,0,0.36364054679870605,Taylor Walker,0,16033,15,Adelaide,2021,8,0
8,73,3,1,2,4,0,84,85,70,0,3,3,169,5,0,11,5,1,2,3,0,20,8.9,2,4,16,11,7,53,0,0,0,0,152,1,0,0,0,0,0,0,1,0,0.01328936219215393,Brodie Grundy,0,15876,1,Collingwood,2021,28,0
9,82,2,3,1,2,0,82,58,66,0,0,2,264,9,0,8,7,0,3,2,0,10,5,2,2,19,13,10,73,0,0,0,0,175,0,1,0,0,1,0,0,0,0,0.0021852359641343355,Easton Wood,0,15904,4,Western Bulldogs,2021,32,0
17,61,4,2,1,1,0,83,94,79,4,4,8,681,4,1,12,8,0,6,0,0,20,16.1,3,1,33,22,11,88,0,0,3,0,48,1,0,1,0,0,0,0,0,0,0.5803910493850708,Ben Keays,0,15886,2,Adelaide,2021,5,0
12,86,1,0,1,4,0,80,46,73,0,1,5,79,0,2,7,2,1,9,0,0,21,17.9,0,1,52,11,8,59,0,0,0,0,13,1,0,0,0,0,1,0,0,0,-0.15978950262069702,Sam Berry,0,16037,16,Adelaide,2021,43,0
16,73,1,1,0,2,0,86,93,136,0,1,11,267,0,1,3,8,5,7,0,3,12,15.8,0,1,33,13,18,121,0,0,2,0,2,0,1,0,0,0,0,0,0,1,0.09863771498203278,Errol Gulden,0,15886,2,Sydney,2021,13,0
11,61,2,1,0,0,1,92,81,86,0,1,7,289,2,1,8,6,5,7,0,0,26,15.2,1,0,4,9,7,51,0,0,0,0,246,1,0,0,0,0,1,0,0,0,0.006347947753965855,David Mackay,0,16082,21,Adelaide,2021,28,0
13,100,1,0,0,9,0,87,52,81,0,0,1,97,5,0,4,7,0,3,1,0,4,9.8,0,7,20,6,6,42,0,0,0,0,120,1,0,0,0,0,0,0,0,0,0.013312052935361862,Josh Walker,0,16072,20,North Melbourne,2021,26,0
10,77,0,2,0,1,0,64,70,84,1,0,3,209,2,1,4,5,0,3,0,0,14,5.7,1,1,21,8,10,68,0,0,0,0,42,0,1,0,0,0,0,0,1,0,0.08524902164936066,Esava Ratugolea,0,15947,9,Geelong,2021,16,0
12,67,2,0,0,1,0,83,70,68,2,1,7,76,3,0,5,3,0,5,0,0,12,5.7,2,0,73,10,19,124,0,0,0,0,7,0,1,0,0,0,0,0,0,1,0.011295819655060768,Deven Robertson,0,15950,9,Brisbane Lions,2021,17,0
19,79,1,1,0,3,0,83,85,101,0,1,4,241,2,1,9,7,1,6,0,1,17,13.1,2,2,26,6,11,72,0,0,0,0,241,1,0,1,0,0,0,0,0,0,0.034008271992206573,Callan Ward,0,16060,18,Greater Western Sydney,2021,20,0
8,67,3,1,0,2,0,74,56,63,0,0,4,332,3,0,9,7,1,2,0,0,12,7.5,0,1,10,7,10,67,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0.034488748759031296,Patrick Naish,0,16034,16,Richmond,2021,19,0
8,89,2,1,1,6,1,89,30,41,0,0,1,139,5,0,2,4,0,0,3,0,2,3.4,1,4,97,9,5,39,0,0,0,0,89,1,0,0,0,0,0,0,0,0,-0.013997330330312252,Tom Barrass,0,15921,6,West Coast,2021,38,0
5,83,2,0,1,2,0,94,62,79,0,0,5,187,0,3,1,5,1,2,0,3,12,13.4,0,2,34,12,15,102,0,1,0,0,64,0,1,0,1,0,0,0,0,0,0.008577246218919754,Bayley Fritsch,0,15900,3,Melbourne,2021,26,0
4,44,3,2,1,2,0,90,40,46,0,0,3,219,1,0,0,3,0,1,0,0,9,3.9,0,2,24,11,14,95,0,0,0,0,102,0,1,0,1,0,0,0,0,0,0.005867587402462959,Eric Hipwood,0,15946,8,Brisbane Lions,2021,24,0
9,82,4,0,1,5,0,79,47,50,0,0,1,240,2,0,7,7,0,1,1,0,8,5.9,1,3,16,16,8,64,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.014096243306994438,Brandon Walker,0,16038,16,Fremantle,2021,28,0
1,20,5,0,4,0,0,82,19,1,0,0,3,187,0,2,2,1,0,0,0,0,9,-3.5,0,0,22,13,7,55,0,0,0,0,9,1,0,0,0,0,1,0,0,0,-0.0206656064838171,Rhylee West,0,15929,7,Western Bulldogs,2021,38,0
9,53,9,1,3,3,0,78,96,85,0,4,3,178,2,0,5,3,0,2,0,0,16,9.1,2,3,26,8,15,98,0,0,0,0,117,0,1,0,0,0,0,0,1,0,-0.2309465855360031,Tom Hickey,0,16060,18,Sydney,2021,44,0
12,60,4,0,0,2,0,76,71,79,0,2,3,453,6,0,4,10,0,7,1,0,8,10.6,1,0,22,10,15,100,0,0,0,0,81,0,1,1,0,0,0,0,0,0,0.013446307741105556,Oliver Florent,0,15986,11,Sydney,2021,19,0
13,77,3,0,1,2,1,82,58,67,0,0,0,300,5,0,16,5,0,5,0,0,17,6,0,2,29,4,10,64,0,0,0,0,50,1,0,0,0,0,0,0,0,0,0.005313150584697723,Robbie Fox,0,16083,21,Sydney,2021,30,0
17,90,1,1,1,2,1,87,73,80,0,0,4,277,4,0,6,12,0,3,0,0,13,1.7,1,1,9,12,7,54,0,0,0,0,200,1,0,0,0,0,0,0,0,1,-0.06556923687458038,Brandon Ellis,0,15939,8,Gold Coast,2021,41,0
9,60,1,1,0,2,1,75,51,60,2,5,3,255,1,0,10,3,0,6,0,1,21,5.9,1,0,64,5,10,65,0,0,0,0,16,1,0,1,0,0,0,0,0,0,0.09034371376037598,Tom Green,0,15981,11,Greater Western Sydney,2021,10,0
5,56,3,0,1,0,0,17,24,15,0,1,1,185,1,0,2,3,1,3,0,0,2,2.2,1,0,64,6,8,54,0,0,0,0,23,1,0,0,0,0,0,0,0,1,0.0072550587356090546,Brett Bewley,0,16086,21,Fremantle,2021,29,0
6,60,5,4,1,0,0,83,56,67,0,0,4,144,3,1,1,5,1,4,0,0,18,6.7,1,0,22,10,8,58,0,0,0,0,25,1,0,0,1,0,0,0,0,0,-0.0073231058195233345,Lachie Schultz,0,15877,1,Fremantle,2021,28,0
9,82,0,0,0,2,0,83,49,52,0,3,1,116,3,1,8,6,0,3,0,0,16,6.3,0,0,27,7,16,103,0,0,0,0,75,0,1,0,0,1,0,0,0,0,-0.058978863060474396,Jackson Nelson,0,15912,5,West Coast,2021,42,0
9,64,2,0,1,1,0,77,58,47,0,2,1,169,1,0,11,5,0,3,0,0,30,7,0,0,0,11,12,83,0,0,0,0,3,0,0,1,0,0,0,0,0,0,-0.10058960318565369,Will Martyn,0,16098,23,Richmond,2021,44,0
9,75,2,0,2,0,0,63,55,67,0,3,4,291,0,0,9,4,1,6,0,0,14,10.7,0,0,21,8,10,68,0,0,0,0,21,0,1,1,0,0,0,0,0,0,0.10172226279973984,Quinton Narkle,0,15947,9,Geelong,2021,14,0
7,50,3,1,0,0,0,92,78,83,0,2,7,246,1,1,3,5,3,5,0,2,11,10.7,2,0,49,18,17,120,0,0,0,0,134,0,1,0,0,0,1,0,0,0,0.013295942917466164,Daniel McStay,0,16063,19,Brisbane Lions,2021,24,0
11,92,1,0,1,2,0,83,36,39,0,0,3,0,3,0,8,6,1,2,0,0,17,4.3,0,1,92,8,3,26,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0.006929412484169006,Luke Edwards,0,16040,16,West Coast,2021,27,0
8,80,3,2,1,2,0,89,47,53,0,0,1,221,5,0,5,7,0,1,2,0,7,4.6,1,2,54,11,18,119,0,0,0,0,101,0,1,0,0,0,0,0,0,0,0.005868127569556236,Tom Clurey,0,15887,2,Port Adelaide,2021,30,0
4,57,2,2,1,6,0,100,13,28,0,0,0,-10,4,0,8,0,0,1,0,0,10,3.3,0,5,20,10,16,106,0,0,0,0,11,0,1,0,0,0,0,0,0,0,-0.01913091354072094,Ryan Garthwaite,0,16053,18,Richmond,2021,34,0
17,74,4,0,0,3,0,85,109,102,1,1,7,475,1,0,6,10,0,1,0,0,17,9.6,1,0,38,10,9,64,0,0,0,0,118,1,0,0,1,0,0,0,0,0,0.1204933151602745,Jordan De Goey,0,16104,23,Collingwood,2021,10,0
6,75,2,0,2,3,0,74,67,97,0,0,3,58,4,1,6,4,1,2,3,1,13,11.8,3,1,32,11,14,95,0,0,0,0,267,0,1,0,0,0,0,0,1,0,0.06815269589424133,Paddy Ryder,0,16047,17,St Kilda,2021,15,0
6,86,1,0,1,3,0,80,29,35,0,1,3,115,0,1,7,3,0,1,0,0,22,6.6,1,2,41,8,10,68,0,0,0,0,4,1,0,0,0,0,0,0,0,1,-0.003870651824399829,Charlie Lazzaro,0,15908,4,North Melbourne,2021,33,0
5,50,4,1,2,0,0,68,44,47,0,1,5,184,1,2,3,2,2,4,0,0,16,2.4,2,0,68,14,14,98,0,0,0,0,19,0,1,0,0,0,1,0,0,0,0.00563778355717659,Archie Perkins,0,16095,22,Essendon,2021,29,0
7,78,1,0,1,4,0,87,42,41,0,0,0,79,4,0,13,5,0,1,0,0,17,4.2,0,4,97,9,5,39,0,0,0,0,62,1,0,0,0,0,0,0,0,0,-0.005748448893427849,Tom Cole,0,15921,6,West Coast,2021,34,0
17,71,3,1,1,1,3,81,77,89,1,4,7,318,2,0,6,5,1,7,0,0,11,14,1,0,39,11,11,77,0,0,0,0,55,1,0,1,0,0,0,0,0,0,-0.025985993444919586,Paddy Dow,0,16062,19,Carlton,2021,39,0
9,82,6,1,1,1,0,94,58,69,0,0,6,345,0,0,3,5,1,3,0,2,13,6.2,1,1,2,13,11,79,0,0,0,0,157,0,1,0,1,0,0,0,0,0,-0.0632663369178772,Charlie Dixon,0,15903,4,Port Adelaide,2021,44,0
7,88,3,1,1,5,0,73,51,68,2,2,3,55,2,0,7,2,2,4,1,0,13,15.2,3,2,37,11,17,113,0,0,0,0,117,0,1,0,0,0,0,0,1,0,0.004692210350185633,Zac Smith,0,15983,11,Gold Coast,2021,21,0
6,75,0,0,0,0,0,78,64,62,0,0,3,92,0,0,11,4,0,0,0,1,25,4.7,0,0,98,6,4,30,0,0,0,0,21,1,0,0,0,0,1,0,0,0,0.02648676000535488,Sam Flanders,0,16074,20,Gold Coast,2021,20,0
10,53,5,4,0,2,0,79,93,91,0,1,7,346,2,2,17,5,1,5,0,0,26,14.7,0,1,34,10,12,82,0,0,0,0,86,0,1,0,1,0,0,0,0,0,0.42030659317970276,Alex Neal-Bullen,0,15924,6,Melbourne,2021,9,0
7,64,1,0,0,1,1,80,63,49,0,0,7,332,1,0,3,4,0,1,1,1,14,12.2,1,1,37,5,11,71,0,0,0,0,83,1,0,0,0,0,1,0,0,0,0.04135687276721001,Orazio Fantasia,0,15898,3,Port Adelaide,2021,16,0
7,54,6,0,4,1,0,84,35,41,0,0,2,90,9,0,0,2,0,7,3,0,3,1.6,1,1,2,4,10,64,0,0,0,0,184,1,0,0,0,1,0,0,0,0,-0.020277466624975204,Easton Wood,0,16097,23,Western Bulldogs,2021,39,0
20,71,5,2,2,2,1,74,118,165,3,4,6,518,1,2,4,8,2,12,0,1,14,24.2,1,0,38,5,15,95,0,0,9,0,278,0,1,1,0,0,0,0,0,0,2.68837308883667,Patrick Dangerfield,0,16068,19,Geelong,2021,1,3
11,85,2,1,1,5,0,85,91,127,0,0,9,317,1,1,3,8,1,1,0,0,11,23.5,1,2,27,7,16,103,0,0,9,0,43,0,1,0,1,0,0,0,0,0,2.5396783351898193,Oscar Allen,0,15912,5,West Coast,2021,1,3
17,90,2,2,1,3,0,86,83,88,0,0,1,384,9,0,12,12,0,4,2,0,17,10.2,0,3,4,9,7,51,0,0,4,0,36,1,0,0,0,1,0,0,0,0,0.17337407171726227,Chayce Jones,0,16082,21,Adelaide,2021,12,0
7,50,1,1,0,2,0,71,73,72,0,3,2,228,3,1,8,3,1,6,0,0,20,9,1,2,21,17,5,47,0,0,0,0,49,1,0,0,0,0,1,0,0,0,-0.025759272277355194,Josh Battle,0,15947,9,St Kilda,2021,40,0
21,88,0,2,0,1,0,89,82,94,4,1,7,373,2,0,10,9,0,6,0,1,23,15.1,1,1,27,10,11,76,0,0,0,1,321,1,0,1,0,0,0,0,0,0,0.005777227692306042,Scott Pendlebury,0,15912,5,Collingwood,2021,27,0
16,84,1,1,1,1,1,76,69,85,0,0,3,463,7,0,5,12,0,2,1,0,8,9.1,0,0,26,8,10,68,0,0,0,0,119,1,0,0,0,1,0,0,0,0,0.006550891324877739,Zac Williams,0,15954,9,Carlton,2021,30,0
15,83,2,0,0,0,0,76,81,61,0,0,5,366,1,0,3,11,0,1,0,0,3,7.9,2,0,32,15,8,63,0,0,0,0,279,1,0,0,0,1,0,0,0,0,0.04699327051639557,Grant Birchall,0,16047,17,Brisbane Lions,2021,19,0
19,61,3,0,0,3,0,81,126,134,2,2,7,440,3,1,8,8,0,5,0,3,17,17.6,0,1,2,12,9,66,0,0,10,0,304,0,1,1,0,0,0,0,0,0,3.1893558502197266,Travis Boak,0,16097,23,Port Adelaide,2021,1,3
16,67,1,1,0,0,1,79,102,91,0,2,2,255,5,0,19,9,0,4,2,1,25,8.4,2,0,23,9,9,63,0,0,0,0,131,1,0,0,0,1,0,0,0,0,0.2513076364994049,Jarman Impey,0,15957,10,Hawthorn,2021,10,0
22,65,8,1,3,1,0,81,126,115,3,0,8,418,4,2,14,9,2,6,0,0,22,15.3,2,0,1,6,15,96,0,0,7,0,56,0,1,1,0,0,0,0,0,0,2.4261860847473145,Ben Keays,0,15959,10,Adelaide,2021,2,2
16,73,1,0,1,3,0,88,78,100,0,6,7,286,1,0,4,8,2,7,1,0,11,7.3,2,2,1,11,14,95,0,0,0,0,104,1,0,0,0,0,0,0,0,1,0.011344539001584053,Angus Brayshaw,0,15959,10,Melbourne,2021,22,0
16,52,9,1,4,0,1,60,90,68,2,4,3,534,4,0,8,9,0,7,1,0,14,6,0,0,4,9,7,51,0,0,0,0,28,1,0,0,0,0,1,0,0,0,0.25800976157188416,Harry Schoenberg,0,16082,21,Adelaide,2021,9,0
9,69,1,0,0,4,0,82,57,66,0,1,6,273,2,0,3,6,0,2,0,1,12,4.9,1,4,19,5,12,77,0,0,0,0,41,1,0,0,1,0,0,0,0,0,-0.00507032684981823,Todd Marshall,0,15952,9,Port Adelaide,2021,35,0
10,67,2,1,1,1,0,73,68,63,0,0,7,309,1,0,1,8,2,2,0,1,10,14,0,1,21,7,13,85,0,0,0,0,38,1,0,0,0,0,1,0,0,0,0.07040990889072418,Michael Gibbons,0,15884,2,Carlton,2021,14,0
4,36,3,0,2,1,0,92,81,79,0,1,8,222,0,1,2,4,1,2,0,3,8,6.7,1,0,22,12,11,78,1,1,4,0,59,1,0,0,0,0,1,0,0,0,0.5548859238624573,Harry McKay,0,15986,11,Carlton,2021,8,0
15,71,5,1,0,2,0,86,89,63,0,0,4,198,6,0,5,9,0,5,1,1,7,4.3,2,2,128,17,25,167,0,0,0,0,138,0,1,0,0,1,0,0,0,0,0.10911249369382858,Taylor Duryea,0,15894,3,Western Bulldogs,2021,14,0
22,85,0,0,0,1,0,77,110,112,0,0,6,436,5,0,4,17,0,2,3,0,4,7.9,1,1,73,10,19,124,0,0,1,0,273,0,1,0,0,1,0,0,0,0,-0.030770717188715935,Grant Birchall,0,15950,9,Brisbane Lions,2021,38,0
13,87,1,0,0,3,0,76,71,91,1,1,6,243,1,1,26,4,1,4,0,0,38,11.7,1,2,63,9,9,63,0,0,0,0,63,1,0,1,0,0,0,0,0,0,-0.15946999192237854,Jack Graham,0,15938,8,Richmond,2021,46,0
17,81,6,0,0,0,0,73,60,54,1,3,3,241,3,0,12,6,0,4,0,0,22,8.5,1,0,9,10,10,70,0,0,0,0,10,0,1,0,0,0,0,0,0,1,0.07637213915586472,Ryan Byrnes,0,16041,16,St Kilda,2021,15,0
10,77,1,2,0,2,0,90,71,80,0,1,4,108,0,1,3,4,2,2,0,2,14,11.4,1,1,44,6,8,54,0,0,0,0,51,1,0,0,1,0,0,0,0,0,-0.007212839089334011,Nick Larkey,0,16105,23,North Melbourne,2021,36,0
5,83,0,0,0,1,0,80,53,59,0,0,3,89,0,0,7,5,0,0,0,1,12,5.5,0,1,22,13,14,97,0,1,0,0,72,0,1,0,1,0,0,0,0,0,0.06913725286722183,Bayley Fritsch,0,15997,12,Melbourne,2021,15,0
21,70,3,0,0,6,1,83,107,113,0,2,6,265,5,0,11,8,3,8,0,0,22,13.2,0,1,16,9,10,69,0,0,0,0,79,0,1,1,0,0,0,0,0,0,0.9985188245773315,Josh Dunkley,0,15876,1,Western Bulldogs,2021,7,0
12,75,3,0,2,0,0,78,48,65,2,2,4,281,2,0,4,5,1,8,0,0,10,8.2,0,0,95,14,21,140,0,0,0,0,43,0,1,0,0,0,0,0,0,1,0.029776256531476974,Xavier Duursma,0,16091,22,Port Adelaide,2021,20,0
16,67,6,0,2,2,0,81,109,123,1,3,6,321,2,0,11,6,4,11,0,1,19,23.5,1,1,18,7,11,73,1,1,1,1,99,1,0,1,0,0,0,0,0,0,0.9563056230545044,Jack Steele,0,15888,2,St Kilda,2021,6,0
9,75,5,0,1,2,0,70,53,60,0,0,1,266,5,0,10,8,0,3,1,0,15,8.6,0,0,38,9,8,57,0,0,0,0,29,1,0,0,0,1,0,0,0,0,0.009529512375593185,Sydney Stack,0,16068,19,Richmond,2021,25,0
25,81,6,2,2,2,0,81,101,86,0,0,3,431,1,0,5,14,0,2,0,0,10,5.3,0,2,18,10,14,94,0,0,0,0,30,0,1,0,0,1,0,0,0,0,-0.019203903153538704,John Noble,0,15941,8,Collingwood,2021,39,0
10,50,7,0,2,1,0,85,75,51,0,2,4,304,2,0,8,5,0,5,0,0,16,2.8,1,0,20,12,15,102,0,0,0,0,144,0,1,0,1,0,0,0,0,0,0.13609611988067627,Sebastian Ross,0,15905,4,St Kilda,2021,17,0
7,100,0,1,0,4,0,23,36,53,0,1,1,75,0,0,2,5,0,1,0,0,2,5.3,0,3,63,9,2,21,0,0,0,0,46,1,0,0,0,0,0,0,0,0,-0.0086069256067276,Tom Doedee,0,16044,17,Adelaide,2021,34,0
26,81,3,0,1,5,1,93,119,113,0,0,4,574,5,0,9,15,0,3,3,0,11,10,2,4,18,10,14,94,0,0,3,0,124,0,1,0,0,1,0,0,0,0,0.9087255597114563,Brayden Maynard,0,15941,8,Collingwood,2021,7,0
12,63,2,0,1,2,0,84,74,87,0,1,9,235,5,1,7,3,0,9,0,0,16,4,2,0,0,13,11,79,0,0,0,0,111,0,0,0,0,0,1,0,0,0,-0.15491807460784912,Angus Brayshaw,0,16056,18,Melbourne,2021,44,0
6,86,0,0,0,1,0,77,36,49,1,0,3,129,1,2,10,2,0,2,0,0,21,9.6,1,0,8,10,14,94,0,0,0,0,12,0,1,0,1,0,0,0,0,0,-0.019502732902765274,Xavier O'Neill,0,16064,19,West Coast,2021,39,0
22,76,3,2,1,1,0,79,85,86,7,1,5,160,3,0,9,6,0,8,0,0,20,13.8,2,0,12,7,12,79,0,0,0,1,330,1,0,1,0,0,0,0,0,0,0.5051917433738708,Scott Pendlebury,0,16027,15,Collingwood,2021,9,0
5,56,3,0,0,10,0,96,32,61,0,2,2,124,2,0,5,4,0,3,1,0,5,9.3,0,7,2,6,14,90,0,0,3,0,54,0,1,0,0,1,0,0,0,0,0.02620648965239525,Tom McCartin,0,15934,7,Sydney,2021,19,0
15,79,0,0,0,1,1,85,91,101,2,0,3,105,3,1,15,5,1,7,0,0,29,9.1,1,0,41,8,10,68,0,0,0,0,4,1,0,1,0,0,0,0,0,0,-0.1739928275346756,Tom Powell,0,15908,4,North Melbourne,2021,45,0
21,88,0,0,0,2,0,74,93,105,0,0,2,526,5,0,7,16,0,1,3,0,11,9.7,1,1,16,5,11,71,0,0,0,0,292,1,0,0,0,0,0,0,0,0,-0.07239126414060593,Shannon Hurn,0,15984,11,West Coast,2021,45,0
11,73,3,2,0,0,0,80,54,51,0,1,4,-23,0,0,3,2,1,3,0,1,9,0.1,0,0,28,13,14,97,0,0,0,0,42,0,1,0,0,0,1,0,0,0,-0.008836397901177406,Zak Butters,0,16061,19,Port Adelaide,2021,28,0
11,73,4,1,1,2,0,80,68,46,0,0,6,188,1,4,7,5,1,3,0,1,17,6.6,0,2,39,8,18,116,0,0,0,0,26,0,1,0,0,0,1,0,0,0,-0.06181212142109871,Curtis Taylor,0,16062,19,North Melbourne,2021,45,0
11,73,3,3,1,2,0,81,56,60,0,0,7,235,1,0,1,6,1,1,1,0,5,2.8,0,0,68,14,14,98,0,0,0,0,48,0,1,0,0,0,1,0,0,0,0.045830294489860535,Aaron Francis,0,16095,22,Essendon,2021,18,0
13,65,5,0,1,1,0,76,87,75,3,3,5,186,2,1,10,5,2,9,0,0,19,11.8,1,0,37,10,11,76,0,0,0,0,59,1,0,0,0,0,1,0,0,0,-0.07556221634149551,James Worpel,0,15983,11,Hawthorn,2021,43,0
4,67,0,1,0,4,0,82,28,49,0,1,2,79,3,1,3,3,2,3,1,0,12,5.7,2,3,28,15,13,93,0,0,0,0,27,0,1,0,1,0,0,0,0,0,-0.036665137857198715,Roarke Smith,0,16002,12,Western Bulldogs,2021,37,0
22,73,3,3,1,0,0,77,118,115,2,3,3,460,4,1,16,12,0,10,1,0,28,15.6,1,0,64,6,8,54,0,0,0,0,34,1,0,1,0,0,0,0,0,0,-0.10847160965204239,Caleb Serong,0,16086,21,Fremantle,2021,45,0
11,65,4,0,1,2,0,93,77,51,0,1,3,265,4,0,4,6,0,3,2,0,6,0.2,0,2,63,9,2,21,0,0,0,0,16,1,0,0,1,0,0,0,0,0,0.030648570507764816,Billy Frampton,0,16044,17,Adelaide,2021,17,0
13,57,4,1,2,2,1,86,65,78,3,3,4,399,2,0,5,8,0,6,1,0,18,11.6,2,1,38,9,13,87,0,0,0,0,141,1,0,1,0,0,0,0,0,0,0.09024206548929214,Dom Sheed,0,16100,23,West Coast,2021,10,0
7,58,2,0,1,2,0,75,47,49,0,1,1,215,1,0,10,5,0,5,0,0,18,5.3,1,0,4,9,12,81,0,0,0,1,260,1,0,1,0,0,0,0,0,0,-0.04305388405919075,Trent Cotchin,0,16018,13,Richmond,2021,42,0
16,94,0,1,0,8,0,100,68,104,0,1,3,294,10,0,6,10,1,4,3,0,6,16.4,3,6,28,6,15,96,1,1,5,0,69,0,1,0,0,0,0,0,0,0,0.5891651511192322,Aliir Aliir,0,15915,5,Port Adelaide,2021,7,0
12,80,2,0,0,2,0,76,66,58,0,0,4,73,1,0,8,5,1,3,0,2,12,10.6,0,2,12,8,12,80,0,0,0,0,9,1,0,0,0,1,0,0,0,0,0.011202353052794933,Tom Fullarton,0,16075,20,Brisbane Lions,2021,27,0
8,80,2,0,2,1,1,81,39,73,0,0,6,274,0,1,5,6,0,4,0,0,16,8.8,0,0,24,11,14,95,0,0,0,0,78,0,1,0,0,0,1,0,0,0,-7.513747550547123e-4,Lincoln McCarthy,0,15946,8,Brisbane Lions,2021,32,0
8,50,5,4,3,1,0,87,97,96,0,2,10,300,1,2,3,6,2,3,0,2,15,2.2,2,0,10,10,10,70,0,0,2,0,59,0,1,0,1,0,0,0,0,0,0.8763673901557922,Cameron Zurhaar,0,16051,17,North Melbourne,2021,7,0
10,67,4,2,1,2,0,70,70,74,0,1,5,268,3,0,6,5,1,6,1,1,14,13,0,2,52,11,9,65,0,0,0,0,27,1,0,0,0,0,0,0,0,1,0.017359472811222076,Tarryn Thomas,0,15881,1,North Melbourne,2021,25,0
7,88,4,0,4,1,0,78,23,37,1,0,2,99,3,0,8,2,0,4,0,0,18,5.3,0,1,3,3,16,99,0,0,0,0,14,1,0,0,0,0,0,0,0,1,0.03118755854666233,Ned McHenry,0,15926,6,Adelaide,2021,21,0
3,50,1,0,0,2,0,85,44,57,0,0,3,177,0,2,2,3,0,0,0,2,11,5.3,0,1,68,6,4,30,0,0,0,0,31,1,0,0,1,0,0,0,0,0,2.0260701421648264e-4,Josh Corbett,0,16095,22,Gold Coast,2021,32,0
2,33,1,1,0,3,0,79,23,26,0,0,1,118,0,0,3,2,2,2,0,0,4,3.8,0,3,24,7,13,85,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.0027709100395441055,Will Kelly,0,15927,6,Collingwood,2021,27,0
8,67,0,1,0,5,0,85,68,71,0,0,7,298,1,0,0,5,0,2,0,4,6,7.4,1,5,64,15,19,129,0,0,0,0,105,0,1,0,1,0,0,0,0,0,0.004224497824907303,Eric Hipwood,0,15981,11,Brisbane Lions,2021,20,0
2,100,0,0,0,0,0,10,5,6,0,0,1,47,0,0,2,1,0,0,0,0,5,3.1,0,0,9,13,8,61,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0.008120794780552387,Finlay Macrae,0,16041,16,Collingwood,2021,26,0
7,78,3,0,1,2,0,75,41,43,0,1,2,111,0,1,2,1,1,2,0,0,23,1.4,0,2,31,7,8,55,0,0,0,0,114,1,0,0,0,1,0,0,0,0,-0.009846911765635014,Sam Mayes,0,16043,17,Port Adelaide,2021,35,0
17,77,2,0,0,1,3,75,96,96,1,1,4,281,3,0,13,8,1,5,1,0,20,11,1,1,33,8,8,56,0,0,0,0,45,1,0,0,0,0,1,0,0,0,0.013294057920575142,Tarryn Thomas,0,16081,21,North Melbourne,2021,27,0
13,68,2,3,1,1,0,76,84,84,3,0,3,131,5,0,11,6,0,5,1,0,24,9.7,0,0,26,16,13,94,0,0,0,0,107,0,1,0,0,0,1,0,0,0,0.027386430650949478,James Harmes,0,15954,9,Melbourne,2021,21,0
11,85,4,0,3,5,0,84,56,49,0,0,2,72,5,0,6,7,0,2,3,0,8,4.5,2,5,27,7,5,37,0,0,0,0,183,1,0,0,0,1,0,0,0,0,0.01850779354572296,Easton Wood,0,16089,22,Western Bulldogs,2021,21,0
8,89,2,0,2,2,0,81,49,48,0,0,1,233,1,0,3,6,0,1,0,1,16,5.5,0,1,15,10,9,64,0,0,0,0,88,1,0,0,0,1,0,0,0,0,-0.005683285184204578,Jackson Nelson,0,16096,22,West Coast,2021,35,0
8,67,3,0,1,2,0,91,56,45,0,0,5,161,2,1,2,6,1,4,0,3,10,5.6,1,1,87,10,21,136,0,0,0,0,88,0,1,0,0,0,1,0,0,0,-0.05905400961637497,Will Hayward,0,16099,23,Sydney,2021,41,0
