season,match_round,footywire_player,player_team,AF,SC,player_name
2021,17,Oliver Florent,Sydney,70,71,Oliver Florent
2021,17,Harry Cunningham,Sydney,74,79,Harry Cunningham
2021,17,Tom McCartin,Sydney,81,134,Tom McCartin
2021,17,Errol Gulden,Sydney,58,53,Errol Gulden
2021,17,George Hewett,Sydney,51,55,George Hewett
2021,17,Will Hayward,Sydney,56,75,Will Hayward
2021,17,Robbie Fox,Sydney,51,53,Robbie Fox
2021,17,Lance Franklin,Sydney,58,42,Lance Franklin
2021,17,James Bell,Sydney,47,52,James Bell
2021,17,Sam Wicks,Sydney,35,41,Sam Wicks
2021,17,Joel Amartey,Sydney,38,47,Joel Amartey
2021,17,Dominic Sheed,West Coast,86,62,Dom Sheed
2021,17,Andrew Gaff,West Coast,84,78,Andrew Gaff
2021,17,Shannon Hurn,West Coast,99,104,Shannon Hurn
2021,17,Tim Kelly,West Coast,106,115,Tim Kelly
2021,17,Bradley Sheppard,West Coast,81,85,Brad Sheppard
2021,17,Nicholas Naitanui,West Coast,98,134,Nic Naitanui
2021,17,Josh Rotham,West Coast,89,92,Josh Rotham
2021,17,Luke Shuey,West Coast,76,82,Luke Shuey
2021,17,Elliot Yeo,West Coast,69,71,Elliot Yeo
2021,17,Liam Duggan,West Coast,81,91,Liam Duggan
2021,17,Jamie Cripps,West Coast,64,51,Jamie Cripps
2021,17,Brendon Ah Chee,West Coast,58,69,Brendon Ah Chee
2021,17,Jeremy McGovern,West Coast,41,56,Jeremy McGovern
2021,17,Tom Cole,West Coast,36,40,Tom Cole
2021,17,Jack Petruccelle,West Coast,59,29,Jack Petruccelle
2021,17,Joshua Kennedy,West Coast,55,68,Josh J. Kennedy
2021,17,Jack Darling,West Coast,34,39,Jack Darling
2021,17,Liam Ryan,West Coast,40,59,Liam Ryan
2021,17,Zac Langdon,West Coast,46,41,Zac Langdon
2021,17,Jackson Nelson,West Coast,41,43,Jackson Nelson
2021,17,Oscar Allen,West Coast,55,68,Oscar Allen
2021,17,Tom Barrass,West Coast,39,66,Tom Barrass
2021,17,Jaidyn Stephenson,North Melbourne,150,153,Jaidyn Stephenson
2021,17,Jy Simpkin,North Melbourne,118,124,Jy Simpkin
2021,17,Jack Ziebell,North Melbourne,100,120,Jack Ziebell
2021,17,Ben Cunnington,North Melbourne,113,126,Ben Cunnington
2021,17,Aaron Hall,North Melbourne,92,116,Aaron Hall
2021,17,Luke D-Uniacke,North Melbourne,86,100,Luke Davies-Uniacke
2021,17,Tarryn Thomas,North Melbourne,88,84,Tarryn Thomas
2021,17,Trent Dumont,North Melbourne,65,75,Trent Dumont
2021,17,Cameron Zurhaar,North Melbourne,97,96,Cameron Zurhaar
2021,17,Bailey Scott,North Melbourne,56,58,Bailey Scott
2021,17,Luke McDonald,North Melbourne,68,72,Luke McDonald
2021,17,Curtis Taylor,North Melbourne,50,35,Curtis Taylor
2021,17,Kayne Turner,North Melbourne,57,74,Kayne Turner
2021,17,Todd Goldstein,North Melbourne,97,126,Todd Goldstein
2021,17,Robbie Tarrant,North Melbourne,42,51,Robbie Tarrant
2021,17,Shaun Atley,North Melbourne,37,31,Shaun Atley
2021,17,Joshua Walker,North Melbourne,58,55,Josh Walker
2021,17,Will Phillips,North Melbourne,40,67,Will Phillips
2021,17,Nick Larkey,North Melbourne,52,73,Nick Larkey
2021,17,Tristan Xerri,North Melbourne,42,40,Tristan Xerri
2021,17,Ben McKay,North Melbourne,32,35,Ben McKay
2021,17,Jack Mahony,North Melbourne,34,48,Jack Mahony
2021,18,Andrew Brayshaw,Fremantle,96,97,Andrew Brayshaw
2021,18,Caleb Serong,Fremantle,68,59,Caleb Serong
2021,18,Nathan Fyfe,Fremantle,64,75,Nat Fyfe
2021,18,Luke Ryan,Fremantle,85,92,Luke Ryan
2021,18,Sean Darcy,Fremantle,103,156,Sean Darcy
2021,18,Adam Cerra,Fremantle,75,72,Adam Cerra
2021,18,Michael Walters,Fremantle,61,66,Michael Walters
2021,18,James Aish,Fremantle,53,59,James Aish
2021,18,Nathan Wilson,Fremantle,57,81,Nathan Wilson
2021,18,Darcy Tucker,Fremantle,69,55,Darcy Tucker
2021,18,Travis Colyer,Fremantle,59,46,Travis Colyer
2021,18,Sam Switkowski,Fremantle,51,53,Sam Switkowski
2021,18,David Mundy,Fremantle,38,50,David Mundy
2021,18,Blake Acres,Fremantle,60,48,Blake Acres
2021,18,Ethan Hughes,Fremantle,36,45,Ethan Hughes
2021,18,Lachlan Schultz,Fremantle,44,63,Lachie Schultz
2021,18,Griffin Logue,Fremantle,25,41,Griffin Logue
2021,18,Liam Henry,Fremantle,21,10,Liam Henry
2021,18,Rory Lobb,Fremantle,22,6,Rory Lobb
2021,18,Alex Pearce,Fremantle,12,38,Alex Pearce
2021,18,Josh Treacy,Fremantle,29,26,Josh Treacy
2021,18,Brandon Walker,Fremantle,22,14,Brandon Walker
2021,18,Bailey Banfield,Fremantle,21,17,Bailey Banfield
2021,18,Cameron Guthrie,Geelong,118,108,Cameron Guthrie
2021,18,Zach Tuohy,Geelong,108,88,Zach Tuohy
2021,18,Sam Menegola,Geelong,129,131,Sam Menegola
2021,18,Quinton Narkle,Geelong,97,104,Quinton Narkle
2021,18,Joel Selwood,Geelong,81,88,Joel Selwood
2021,18,Patrick Dangerfield,Geelong,105,134,Patrick Dangerfield
2021,18,Brandan Parfitt,Geelong,103,82,Brandan Parfitt
2021,18,Isaac Smith,Geelong,91,99,Isaac Smith
2021,18,Shaun Higgins,Geelong,86,92,Shaun Higgins
2021,18,Mark O'Connor,Geelong,78,73,Mark O'Connor
2021,18,Thomas Stewart,Geelong,81,102,Tom Stewart
2021,18,Gryan Miers,Geelong,73,70,Gryan Miers
2021,18,Luke Dahlhaus,Geelong,91,120,Luke Dahlhaus
2021,18,Rhys Stanley,Geelong,74,81,Rhys Stanley
2021,18,Tom Hawkins,Geelong,92,128,Tom Hawkins
2021,18,Jed Bews,Geelong,72,70,Jed Bews
2021,18,Tom Atkins,Geelong,46,62,Tom Atkins
2021,18,Jack Henry,Geelong,66,79,Jack Henry
2021,18,Mark Blicavs,Geelong,61,88,Mark Blicavs
2021,18,Jake Kolodjashnij,Geelong,65,51,Jake Kolodjashnij
2021,18,Bradley Close,Geelong,73,103,Brad Close
2021,18,Esava Ratugolea,Geelong,47,79,Esava Ratugolea
2021,18,Jayden Short,Richmond,97,104,Jayden Short
2021,18,Kane Lambert,Richmond,79,85,Kane Lambert
2021,18,Trent Cotchin,Richmond,84,76,Trent Cotchin
2021,18,Toby Nankervis,Richmond,102,121,Toby Nankervis
2021,18,Shai Bolton,Richmond,84,107,Shai Bolton
2021,18,Daniel Rioli,Richmond,59,83,Daniel Rioli
2021,18,Jack Graham,Richmond,97,120,Jack Graham
2021,18,Liam Baker,Richmond,71,86,Liam Baker
2021,18,Jack Ross,Richmond,49,49,Jack Ross
2021,18,Rhyan Mansell,Richmond,61,85,Rhyan Mansell
2021,18,Dustin Martin,Richmond,51,65,Dustin Martin
2021,18,David Astbury,Richmond,64,95,David Astbury
2021,18,Jack Riewoldt,Richmond,113,129,Jack Riewoldt
2021,18,Matthew Parker,Richmond,68,47,Matthew Parker
2021,18,Dylan Grimes,Richmond,40,66,Dylan Grimes
2021,18,Sydney Stack,Richmond,51,45,Sydney Stack
2021,18,Mabior Chol,Richmond,78,113,Mabior Chol
2021,18,Tom Lynch,Richmond,45,61,Tom J. Lynch
2021,18,Jason Castagna,Richmond,46,46,Jason Castagna
2021,18,Kamdyn Mcintosh,Richmond,23,26,Kamdyn McIntosh
2021,18,Marlion Pickett,Richmond,35,36,Marlion Pickett
2021,18,Ryan Garthwaite,Richmond,13,28,Ryan Garthwaite
2021,18,Jake Aarts,Richmond,39,30,Jake Aarts
2021,18,Hugh McCluggage,Brisbane Lions,107,121,Hugh McCluggage
2021,18,Jarryd Lyons,Brisbane Lions,103,104,Jarryd Lyons
2021,18,Mitch Robinson,Brisbane Lions,105,99,Mitch Robinson
2021,18,Lachie Neale,Brisbane Lions,86,107,Lachie Neale
2021,18,Dayne Zorko,Brisbane Lions,105,74,Dayne Zorko
2021,18,Daniel Rich,Brisbane Lions,85,107,Daniel Rich
2021,18,Grant Birchall,Brisbane Lions,72,74,Grant Birchall
2021,18,Brandon Starcevich,Brisbane Lions,59,67,Brandon Starcevich
2021,18,Zac Bailey,Brisbane Lions,62,61,Zac Bailey
2021,18,Jack Payne,Brisbane Lions,91,71,Jack Payne
2021,18,Harris Andrews,Brisbane Lions,66,111,Harris Andrews
2021,18,Joe Daniher,Brisbane Lions,69,78,Joe Daniher
2021,18,Oscar McInerney,Brisbane Lions,50,91,Oscar McInerney
2021,18,Ryan Lester,Brisbane Lions,47,45,Ryan Lester
2021,18,Charlie Cameron,Brisbane Lions,59,78,Charlie Cameron
2021,18,Jaxon Prior,Brisbane Lions,36,20,Jaxon Prior
2021,18,Lincoln McCarthy,Brisbane Lions,50,63,Lincoln McCarthy
2021,18,Tom Fullarton,Brisbane Lions,38,44,Tom Fullarton
2021,18,Deven Robertson,Brisbane Lions,58,57,Deven Robertson
2021,18,James Madden,Brisbane Lions,23,38,James Madden
2021,18,Keidean Coleman,Brisbane Lions,33,20,Keidean Coleman
2021,18,Daniel McStay,Brisbane Lions,55,68,Daniel McStay
2021,18,Touk Miller,Gold Coast,110,120,Touk Miller
2021,18,Brayden Fiorini,Gold Coast,109,107,Brayden Fiorini
2021,18,Jeremy Sharp,Gold Coast,123,115,Jeremy Sharp
2021,18,Noah Anderson,Gold Coast,78,85,Noah Anderson
2021,18,Jack Bowes,Gold Coast,74,73,Jack Bowes
2021,18,Jack Lukosius,Gold Coast,83,82,Jack Lukosius
2021,18,David Swallow,Gold Coast,76,73,David Swallow
2021,18,Wil Powell,Gold Coast,67,72,Wil Powell
2021,18,Alex Sexton,Gold Coast,90,90,Alex Sexton
2021,18,Rory Atkins,Gold Coast,57,47,Rory Atkins
2021,18,Nicholas Holman,Gold Coast,98,95,Nick Holman
2021,18,Matt Rowell,Gold Coast,53,68,Matt Rowell
2021,18,Samuel Collins,Gold Coast,76,101,Sam Collins
2021,18,Sean Lemmens,Gold Coast,53,57,Sean Lemmens
2021,18,Ben Ainsworth,Gold Coast,88,78,Ben Ainsworth
2021,18,Charlie Ballard,Gold Coast,50,54,Charlie Ballard
2021,18,Josh Corbett,Gold Coast,54,60,Josh Corbett
2021,18,Izak Rankine,Gold Coast,41,50,Izak Rankine
2021,18,Caleb Graham,Gold Coast,57,78,Caleb Graham
2021,18,Sam Flanders,Gold Coast,46,50,Sam Flanders
2021,18,Ben King,Gold Coast,54,47,Ben King
2021,18,Chris Burgess,Gold Coast,45,72,Chris Burgess
2021,18,Brandon Ellis,Gold Coast,10,13,Brandon Ellis
2021,18,Marcus Bontempelli,Western Bulldogs,105,93,Marcus Bontempelli
2021,18,Bailey Smith,Western Bulldogs,98,104,Bailey Smith
2021,18,Jackson Macrae,Western Bulldogs,90,124,Jack Macrae
2021,18,Bailey Dale,Western Bulldogs,92,98,Bailey Dale
2021,18,Lachlan Hunter,Western Bulldogs,97,97,Lachie Hunter
2021,18,Caleb Daniel,Western Bulldogs,71,93,Caleb Daniel
2021,18,Josh Dunkley,Western Bulldogs,83,87,Josh Dunkley
2021,18,Ed Richards,Western Bulldogs,56,73,Ed Richards
2021,18,Taylor Duryea,Western Bulldogs,57,60,Taylor Duryea
2021,18,Alex Keath,Western Bulldogs,65,89,Alex Keath
2021,18,Bailey Williams,Western Bulldogs,73,74,Bailey Williams
2021,18,Riley Garcia,Western Bulldogs,41,58,Riley Garcia
2021,18,Jason Johannisen,Western Bulldogs,68,67,Jason Johannisen
2021,18,Josh Bruce,Western Bulldogs,59,68,Josh Bruce
2021,18,Timothy English,Western Bulldogs,87,99,Tim English
2021,18,Roarke Smith,Western Bulldogs,40,48,Roarke Smith
2021,18,Lachlan McNeil,Western Bulldogs,51,51,Lachlan McNeil
2021,18,Hayden Crozier,Western Bulldogs,40,48,Hayden Crozier
2021,18,Aaron Naughton,Western Bulldogs,36,31,Aaron Naughton
2021,18,Cody Weightman,Western Bulldogs,57,58,Cody Weightman
2021,18,Jamarra U-Hagan,Western Bulldogs,60,61,Jamarra Ugle-Hagan
2021,18,Zaine Cordy,Western Bulldogs,23,34,Zaine Cordy
2021,18,Clayton Oliver,Melbourne,126,139,Clayton Oliver
2021,18,Christian Petracca,Melbourne,90,125,Christian Petracca
2021,18,Jack Viney,Melbourne,121,101,Jack Viney
2021,18,Christian Salem,Melbourne,82,86,Christian Salem
2021,18,Ed Langdon,Melbourne,73,69,Ed Langdon
2021,18,James Jordon,Melbourne,69,54,James Jordon
2021,18,Angus Brayshaw,Melbourne,74,87,Angus Brayshaw
2021,18,Michael Hibberd,Melbourne,68,63,Michael Hibberd
2021,18,Jake Lever,Melbourne,67,117,Jake Lever
2021,18,Jayden Hunt,Melbourne,64,64,Jayden Hunt
2021,18,Aaron Vandenberg,Melbourne,58,62,Aaron vandenBerg
2021,18,Max Gawn,Melbourne,95,95,Max Gawn
2021,18,Kysaiah Pickett,Melbourne,65,73,Kysaiah Pickett
2021,18,Steven May,Melbourne,44,67,Steven May
2021,18,Alex N-Bullen,Melbourne,64,45,Alex Neal-Bullen
2021,18,Bayley Fritsch,Melbourne,81,90,Bayley Fritsch
2021,18,Ben Brown,Melbourne,57,64,Ben Brown
2021,18,Trent Rivers,Melbourne,48,68,Trent Rivers
2021,18,Charlie Spargo,Melbourne,63,73,Charlie Spargo
2021,18,Tom McDonald,Melbourne,46,57,Tom McDonald
2021,18,Harrison Petty,Melbourne,42,57,Harrison Petty
2021,18,Luke Jackson,Melbourne,29,35,Luke Jackson
2021,18,Tom Mitchell,Hawthorn,144,171,Tom Mitchell
2021,18,James Worpel,Hawthorn,90,100,James Worpel
2021,18,Jaeger O'Meara,Hawthorn,92,67,Jaeger O'Meara
2021,18,Tom Phillips,Hawthorn,98,102,Tom Phillips
2021,18,Liam Shiels,Hawthorn,84,74,Liam Shiels
2021,18,James Cousins,Hawthorn,76,84,James Cousins
2021,18,Lachlan Bramble,Hawthorn,73,91,Lachlan Bramble
2021,18,Luke Breust,Hawthorn,86,99,Luke Breust
2021,18,Sam Frost,Hawthorn,73,70,Sam Frost
2021,18,Daniel Howe,Hawthorn,56,62,Daniel Howe
2021,18,Shaun Burgoyne,Hawthorn,78,78,Shaun Burgoyne
2021,18,Ben McEvoy,Hawthorn,75,87,Ben McEvoy
2021,18,Mitchell Lewis,Hawthorn,64,74,Mitch Lewis
2021,18,Dylan Moore,Hawthorn,62,83,Dylan Moore
2021,18,Damon Greaves,Hawthorn,59,51,Damon Greaves
2021,18,Tim O'Brien,Hawthorn,46,51,Tim O'Brien
2021,18,Kyle Hartigan,Hawthorn,46,68,Kyle Hartigan
2021,18,Denver G-Barras,Hawthorn,50,51,Denver Grainger-Barras
2021,18,Ned Reeves,Hawthorn,49,49,Ned Reeves
2021,18,Tyler Brockman,Hawthorn,33,41,Tyler Brockman
2021,18,Emerson Jeka,Hawthorn,14,22,Emerson Jeka
2021,18,Jacob Koschitzke,Hawthorn,33,37,Jacob Koschitzke
2021,18,Jack Steele,St Kilda,149,145,Jack Steele
2021,18,Brad Crouch,St Kilda,126,114,Brad Crouch
2021,18,Bradley Hill,St Kilda,110,96,Bradley Hill
2021,18,Luke Dunstan,St Kilda,95,90,Luke Dunstan
2021,18,Jimmy Webster,St Kilda,77,99,Jimmy Webster
2021,18,Sebastian Ross,St Kilda,85,84,Sebastian Ross
2021,18,Rowan Marshall,St Kilda,122,127,Rowan Marshall
2021,18,Dean Kent,St Kilda,70,47,Dean Kent
2021,18,Jack Sinclair,St Kilda,51,82,Jack Sinclair
2021,18,Jack Billings,St Kilda,44,35,Jack Billings
2021,18,Dougal Howard,St Kilda,56,49,Dougal Howard
2021,18,Callum Wilkie,St Kilda,54,71,Callum Wilkie
2021,18,Zak Jones,St Kilda,62,60,Zak Jones
2021,18,Ryan Byrnes,St Kilda,54,45,Ryan Byrnes
2021,18,Leo Connolly,St Kilda,46,67,Leo Connolly
2021,18,Tom Highmore,St Kilda,58,64,Tom Highmore
2021,18,Tim Membrey,St Kilda,56,56,Tim Membrey
2021,18,Daniel Butler,St Kilda,43,37,Dan Butler
2021,18,Daniel McKenzie,St Kilda,38,30,Daniel McKenzie
2021,18,Ben Long,St Kilda,38,43,Ben Long
2021,18,Max King,St Kilda,37,51,Max King
2021,18,Patrick Ryder,St Kilda,65,69,Paddy Ryder
2021,18,Jack Bytel,St Kilda,29,34,Jack Bytel
2021,18,Oliver Wines,Port Adelaide,140,154,Ollie Wines
2021,18,Karl Amon,Port Adelaide,131,111,Karl Amon
2021,18,Ryan Burton,Port Adelaide,101,122,Ryan Burton
2021,18,Travis Boak,Port Adelaide,70,75,Travis Boak
2021,18,Riley Bonner,Port Adelaide,87,98,Riley Bonner
2021,18,Trent McKenzie,Port Adelaide,96,127,Trent McKenzie
2021,18,Darcy B-Jones,Port Adelaide,61,70,Darcy Byrne-Jones
2021,18,Dan Houston,Port Adelaide,56,52,Dan Houston
2021,18,Scott Lycett,Port Adelaide,108,87,Scott Lycett
2021,18,Aliir Aliir,Port Adelaide,76,63,Aliir Aliir
2021,18,Thomas Jonas,Port Adelaide,59,73,Tom Jonas
2021,18,Sam P-Pepper,Port Adelaide,66,76,Sam Powell-Pepper
2021,18,Charlie Dixon,Port Adelaide,49,74,Charlie Dixon
2021,18,Jarrod Lienert,Port Adelaide,51,58,Jarrod Lienert
2021,18,Peter Ladhams,Port Adelaide,64,56,Peter Ladhams
2021,18,Boyd Woodcock,Port Adelaide,55,66,Boyd Woodcock
2021,18,Miles Bergman,Port Adelaide,46,65,Miles Bergman
2021,18,Todd Marshall,Port Adelaide,38,42,Todd Marshall
2021,18,Mitch Georgiades,Port Adelaide,80,95,Mitch Georgiades
2021,18,Willem Drew,Port Adelaide,56,62,Willem Drew
2021,18,Sam Mayes,Port Adelaide,39,52,Sam Mayes
2021,18,Martin Frederick,Port Adelaide,21,24,Martin Frederick
2021,18,Jed McEntee,Port Adelaide,2,3,Jed McEntee
2021,18,Jordan De Goey,Collingwood,120,114,Jordan De Goey
2021,18,Christopher Mayne,Collingwood,110,122,Chris Mayne
2021,18,John Noble,Collingwood,112,114,John Noble
2021,18,Taylor Adams,Collingwood,89,80,Taylor Adams
2021,18,Trey Ruscoe,Collingwood,77,107,Trey Ruscoe
2021,18,Isaac Quaynor,Collingwood,86,104,Isaac Quaynor
2021,18,Jamie Elliott,Collingwood,86,97,Jamie Elliott
2021,18,Scott Pendlebury,Collingwood,81,78,Scott Pendlebury
2021,18,Jack Crisp,Collingwood,69,85,Jack Crisp
2021,18,Steele Sidebottom,Collingwood,69,78,Steele Sidebottom
2021,18,Brodie Grundy,Collingwood,77,88,Brodie Grundy
2021,18,Trent Bianco,Collingwood,74,64,Trent Bianco
2021,18,Brayden Maynard,Collingwood,62,80,Brayden Maynard
2021,18,Brody Mihocek,Collingwood,84,85,Brody Mihocek
2021,18,Jack Madgen,Collingwood,63,72,Jack Madgen
2021,18,Callum Brown,Collingwood,50,48,Callum L. Brown
2021,18,Oliver Henry,Collingwood,76,50,Oliver Henry
2021,18,Will H-Elliott,Collingwood,55,48,Will Hoskin-Elliott
2021,18,Nathan Murphy,Collingwood,51,35,Nathan Murphy
2021,18,Jordan Roughead,Collingwood,35,47,Jordan Roughead
2021,18,Darcy Cameron,Collingwood,41,39,Darcy Cameron
2021,18,Caleb Poulter,Collingwood,12,16,Caleb Poulter
2021,18,Josh Thomas,Collingwood,0,0,Josh Thomas
2021,18,Sam Walsh,Carlton,155,193,Sam Walsh
2021,18,Matthew Kennedy,Carlton,116,100,Matthew Kennedy
2021,18,Edward Curnow,Carlton,79,58,Ed Curnow
2021,18,Zac Fisher,Carlton,63,70,Zac Fisher
2021,18,Jack Martin,Carlton,107,98,Jack Martin
2021,18,Jacob Weitering,Carlton,96,96,Jacob Weitering
2021,18,Matt Cottrell,Carlton,68,55,Matthew Cottrell
2021,18,Adam Saad,Carlton,60,78,Adam Saad
2021,18,Paddy Dow,Carlton,46,49,Paddy Dow
2021,18,Liam Stocker,Carlton,72,75,Liam Stocker
2021,18,Zachary Williams,Carlton,71,83,Zac Williams
2021,18,Nic Newman,Carlton,61,48,Nic Newman
2021,18,Jack Silvagni,Carlton,61,65,Jack Silvagni
2021,18,Sam P-Seton,Carlton,58,60,Sam Petrevski-Seton
2021,18,Tom Williamson,Carlton,52,54,Tom Williamson
2021,18,Eddie Betts,Carlton,68,98,Eddie Betts
2021,18,Jack Newnes,Carlton,43,51,Jack Newnes
2021,18,Harry McKay,Carlton,73,87,Harry McKay
2021,18,Liam Jones,Carlton,43,60,Liam Jones
2021,18,Matt Owies,Carlton,40,45,Matthew Owies
2021,18,Tom De Koning,Carlton,66,88,Tom De Koning
2021,18,Lachlan Plowman,Carlton,32,37,Lachie Plowman
2021,18,Tim Taranto,Greater Western Sydney,108,94,Tim Taranto
2021,18,Callan Ward,Greater Western Sydney,85,101,Callan Ward
2021,18,Jacob Hopper,Greater Western Sydney,104,91,Jacob Hopper
2021,18,Harry Perryman,Greater Western Sydney,85,80,Harry Perryman
2021,18,Tom Green,Greater Western Sydney,72,70,Tom Green
2021,18,Stephen Coniglio,Greater Western Sydney,64,92,Stephen Coniglio
2021,18,Joshua Kelly,Greater Western Sydney,86,76,Josh Kelly
2021,18,Isaac Cumming,Greater Western Sydney,68,87,Isaac Cumming
2021,18,Brent Daniels,Greater Western Sydney,63,57,Brent Daniels
2021,18,Adam Kennedy,Greater Western Sydney,66,77,Adam Kennedy
2021,18,Nick Haynes,Greater Western Sydney,43,61,Nick Haynes
2021,18,Jeremy Finlayson,Greater Western Sydney,61,77,Jeremy Finlayson
2021,18,Connor Idun,Greater Western Sydney,59,54,Connor Idun
2021,18,Phil Davis,Greater Western Sydney,32,52,Phil Davis
2021,18,Jesse Hogan,Greater Western Sydney,66,63,Jesse Hogan
2021,18,Matthew Flynn,Greater Western Sydney,71,69,Matt Flynn
2021,18,Sam Taylor,Greater Western Sydney,53,79,Sam Taylor
2021,18,Tanner Bruhn,Greater Western Sydney,51,61,Tanner Bruhn
2021,18,Daniel Lloyd,Greater Western Sydney,56,62,Daniel Lloyd
2021,18,Harrison Himmelberg,Greater Western Sydney,57,72,Harry Himmelberg
2021,18,Xavier O'Halloran,Greater Western Sydney,39,48,Xavier O'Halloran
2021,18,Samuel Reid,Greater Western Sydney,19,12,Sam J. Reid
2021,18,Zachary Sproule,Greater Western Sydney,12,11,Zach Sproule
2021,18,Luke Parker,Sydney,117,128,Luke Parker
2021,18,Josh P. Kennedy,Sydney,92,109,Josh P. Kennedy
2021,18,George Hewett,Sydney,95,134,George Hewett
2021,18,Jake Lloyd,Sydney,96,100,Jake Lloyd
2021,18,Justin McInerney,Sydney,96,92,Justin McInerney
2021,18,Jordan Dawson,Sydney,97,94,Jordan Dawson
2021,18,Robbie Fox,Sydney,57,76,Robbie Fox
2021,18,Errol Gulden,Sydney,74,73,Errol Gulden
2021,18,Isaac Heeney,Sydney,71,86,Isaac Heeney
2021,18,Nick Blakey,Sydney,66,79,Nick Blakey
2021,18,Tom Hickey,Sydney,96,85,Tom Hickey
2021,18,Dane Rampe,Sydney,71,94,Dane Rampe
2021,18,Oliver Florent,Sydney,64,48,Oliver Florent
2021,18,Tom McCartin,Sydney,72,81,Tom McCartin
2021,18,Tom Papley,Sydney,73,97,Tom Papley
2021,18,Will Hayward,Sydney,71,83,Will Hayward
2021,18,Dylan Stephens,Sydney,38,32,Dylan Stephens
2021,18,Lance Franklin,Sydney,79,105,Lance Franklin
2021,18,James Rowbottom,Sydney,25,35,James Rowbottom
2021,18,Sam Wicks,Sydney,58,56,Sam Wicks
2021,18,Joel Amartey,Sydney,40,44,Joel Amartey
2021,18,James Bell,Sydney,16,23,James Bell
2021,18,Aaron Hall,North Melbourne,136,110,Aaron Hall
2021,18,Luke McDonald,North Melbourne,90,102,Luke McDonald
2021,18,Jy Simpkin,North Melbourne,96,99,Jy Simpkin
2021,18,Tarryn Thomas,North Melbourne,126,108,Tarryn Thomas
2021,18,Luke D-Uniacke,North Melbourne,79,99,Luke Davies-Uniacke
2021,18,Jack Ziebell,North Melbourne,76,92,Jack Ziebell
2021,18,Shaun Atley,North Melbourne,85,72,Shaun Atley
2021,18,Jaidyn Stephenson,North Melbourne,65,64,Jaidyn Stephenson
2021,18,Todd Goldstein,North Melbourne,88,113,Todd Goldstein
2021,18,Curtis Taylor,North Melbourne,83,85,Curtis Taylor
2021,18,Will Phillips,North Melbourne,52,61,Will Phillips
2021,18,Robbie Tarrant,North Melbourne,64,75,Robbie Tarrant
2021,18,Cameron Zurhaar,North Melbourne,78,55,Cameron Zurhaar
2021,18,Bailey Scott,North Melbourne,48,64,Bailey Scott
2021,18,Ben McKay,North Melbourne,56,58,Ben McKay
2021,18,Charlie Lazzaro,North Melbourne,55,48,Charlie Lazzaro
2021,18,Nick Larkey,North Melbourne,60,73,Nick Larkey
2021,18,Joshua Walker,North Melbourne,31,50,Josh Walker
2021,18,Trent Dumont,North Melbourne,45,54,Trent Dumont
2021,18,Tristan Xerri,North Melbourne,46,38,Tristan Xerri
2021,18,Jack Mahony,North Melbourne,60,62,Jack Mahony
2021,18,Kayne Turner,North Melbourne,20,14,Kayne Turner
2021,18,Atu Bosenavulagi,North Melbourne,6,3,Atu Bosenavulagi
2021,18,Zachary Merrett,Essendon,104,114,Zach Merrett
2021,18,Darcy Parish,Essendon,128,138,Darcy Parish
2021,18,Dyson Heppell,Essendon,88,115,Dyson Heppell
2021,18,Will Snelling,Essendon,74,77,Will Snelling
2021,18,Jordan Ridley,Essendon,76,87,Jordan Ridley
2021,18,Nick Hind,Essendon,79,74,Nick Hind
2021,18,Peter Wright,Essendon,105,139,Peter Wright
2021,18,Mason Redman,Essendon,64,79,Mason Redman
2021,18,Tom Cutler,Essendon,59,73,Tom Cutler
2021,18,Jake Stringer,Essendon,84,108,Jake Stringer
2021,18,Matt Guelfi,Essendon,82,89,Matt Guelfi
2021,18,Brayden Ham,Essendon,58,77,Brayden Ham
2021,18,Nikolas Cox,Essendon,39,48,Nik Cox
2021,18,James Stewart,Essendon,56,60,James Stewart
2021,18,Cale Hooker,Essendon,73,76,Cale Hooker
2021,18,Sam Durham,Essendon,49,49,Sam Durham
2021,18,Jayden Laverde,Essendon,24,35,Jayden Laverde
2021,18,Alec Waterman,Essendon,33,57,Alec Waterman
2021,18,Archie Perkins,Essendon,43,58,Archie Perkins
2021,18,Sam Draper,Essendon,51,64,Sam Draper
2021,18,Devon Smith,Essendon,38,42,Devon Smith
2021,18,Anthony M-Tipungwuti,Essendon,29,39,Anthony McDonald-Tipungwuti
2021,18,Rory Laird,Adelaide,122,104,Rory Laird
2021,18,Ben Keays,Adelaide,128,110,Ben Keays
2021,18,Brodie Smith,Adelaide,115,108,Brodie Smith
2021,18,Paul Seedsman,Adelaide,101,81,Paul Seedsman
2021,18,Tom Lynch,Adelaide,88,94,Tom Lynch
2021,18,Rory Sloane,Adelaide,73,97,Rory Sloane
2021,18,Harry Schoenberg,Adelaide,113,97,Harry Schoenberg
2021,18,Jake Kelly,Adelaide,94,117,Jake Kelly
2021,18,Andrew McPherson,Adelaide,77,79,Andrew McPherson
2021,18,David MacKay,Adelaide,60,54,David Mackay
2021,18,Lachlan Murphy,Adelaide,56,59,Lachlan Murphy
2021,18,Chayce Jones,Adelaide,57,46,Chayce Jones
2021,18,James Rowe,Adelaide,58,45,James Rowe
2021,18,Taylor Walker,Adelaide,61,56,Taylor Walker
2021,18,Sam Berry,Adelaide,44,39,Sam Berry
2021,18,Reilly O'Brien,Adelaide,88,100,Reilly O'Brien
